Date,Geography,Views
2022-04-17,ES,0
2022-04-18,ES,0
2022-04-19,ES,0
2022-04-20,ES,0
2022-04-21,ES,0
2022-04-22,ES,0
2022-04-23,ES,0
2022-04-24,ES,0
2022-04-25,ES,0
2022-04-26,ES,0
2022-04-27,ES,0
2022-04-28,ES,0
2022-04-29,ES,0
2022-04-30,ES,0
2022-05-01,ES,0
2022-05-02,ES,0
2022-05-03,ES,0
2022-05-04,ES,0
2022-05-05,ES,0
2022-05-06,ES,0
2022-05-07,ES,0
2022-05-08,ES,0
2022-05-09,ES,0
2022-05-10,ES,0
2022-05-11,ES,0
2022-05-12,ES,0
2022-05-13,ES,0
2022-05-14,ES,0
2022-05-15,ES,0
2022-05-16,ES,0
2022-05-17,ES,0
2022-05-18,ES,0
2022-05-19,ES,0
2022-05-20,ES,0
2022-05-21,ES,0
2022-05-22,ES,0
2022-05-23,ES,0
2022-05-24,ES,0
2022-05-25,ES,0
2022-05-26,ES,0
2022-05-27,ES,0
2022-05-28,ES,0
2022-05-29,ES,0
2022-05-30,ES,0
2022-05-31,ES,0
2022-06-01,ES,0
2022-06-02,ES,0
2022-06-03,ES,0
2022-06-04,ES,0
2022-06-05,ES,0
2022-06-06,ES,0
2022-06-07,ES,0
2022-06-08,ES,0
2022-06-09,ES,0
2022-06-10,ES,0
2022-06-11,ES,0
2022-06-12,ES,0
2022-06-13,ES,0
2022-06-14,ES,0
2022-06-15,ES,0
2022-06-16,ES,0
2022-06-17,ES,0
2022-06-18,ES,0
2022-06-19,ES,0
2022-06-20,ES,0
2022-06-21,ES,0
2022-06-22,ES,0
2022-06-23,ES,0
2022-06-24,ES,0
2022-06-25,ES,0
2022-06-26,ES,0
2022-06-27,ES,0
2022-06-28,ES,0
2022-06-29,ES,0
2022-06-30,ES,0
2022-07-01,ES,0
2022-07-02,ES,0
2022-07-03,ES,0
2022-07-04,ES,0
2022-07-05,ES,0
2022-07-06,ES,0
2022-07-07,ES,0
2022-07-08,ES,0
2022-07-09,ES,0
2022-07-10,ES,0
2022-07-11,ES,0
2022-07-12,ES,0
2022-07-13,ES,0
2022-07-14,ES,0
2022-07-15,ES,0
2022-07-16,ES,0
2022-07-17,ES,0
2022-07-18,ES,0
2022-07-19,ES,0
2022-07-20,ES,0
2022-07-21,ES,0
2022-07-22,ES,0
2022-07-23,ES,0
2022-07-24,ES,0
2022-07-25,ES,0
2022-07-26,ES,0
2022-07-27,ES,0
2022-07-28,ES,0
2022-07-29,ES,0
2022-07-30,ES,0
2022-07-31,ES,0
2022-08-01,ES,0
2022-08-02,ES,0
2022-08-03,ES,0
2022-08-04,ES,0
2022-08-05,ES,0
2022-08-06,ES,0
2022-08-07,ES,0
2022-08-08,ES,0
2022-08-09,ES,0
2022-08-10,ES,0
2022-08-11,ES,0
2022-08-12,ES,0
2022-08-13,ES,0
2022-08-14,ES,0
2022-08-15,ES,0
2022-08-16,ES,0
2022-08-17,ES,0
2022-08-18,ES,0
2022-08-19,ES,0
2022-08-20,ES,0
2022-08-21,ES,0
2022-08-22,ES,0
2022-08-23,ES,0
2022-08-24,ES,0
2022-08-25,ES,0
2022-08-26,ES,0
2022-08-27,ES,0
2022-08-28,ES,0
2022-08-29,ES,0
2022-08-30,ES,0
2022-08-31,ES,0
2022-09-01,ES,0
2022-09-02,ES,0
2022-09-03,ES,0
2022-09-04,ES,0
2022-09-05,ES,0
2022-09-06,ES,0
2022-09-07,ES,0
2022-09-08,ES,0
2022-09-09,ES,0
2022-09-10,ES,0
2022-09-11,ES,0
2022-09-12,ES,0
2022-09-13,ES,0
2022-09-14,ES,0
2022-09-15,ES,0
2022-09-16,ES,0
2022-09-17,ES,0
2022-09-18,ES,0
2022-09-19,ES,0
2022-09-20,ES,0
2022-09-21,ES,0
2022-09-22,ES,0
2022-09-23,ES,0
2022-09-24,ES,0
2022-09-25,ES,14
2022-09-26,ES,28
2022-09-27,ES,0
2022-09-28,ES,0
2022-09-29,ES,0
2022-09-30,ES,0
2022-10-01,ES,0
2022-10-02,ES,0
2022-10-03,ES,0
2022-10-04,ES,0
2022-10-05,ES,0
2022-10-06,ES,0
2022-10-07,ES,0
2022-10-08,ES,0
2022-10-09,ES,0
2022-10-10,ES,0
2022-10-11,ES,0
2022-10-12,ES,0
2022-10-13,ES,0
2022-10-14,ES,0
2022-10-15,ES,0
2022-10-16,ES,0
2022-10-17,ES,0
2022-10-18,ES,0
2022-10-19,ES,0
2022-10-20,ES,0
2022-10-21,ES,0
2022-10-22,ES,0
2022-10-23,ES,0
2022-10-24,ES,0
2022-10-25,ES,0
2022-10-26,ES,0
2022-10-27,ES,0
2022-10-28,ES,0
2022-10-29,ES,0
2022-10-30,ES,0
2022-10-31,ES,0
2022-11-01,ES,0
2022-11-02,ES,0
2022-11-03,ES,0
2022-11-04,ES,0
2022-11-05,ES,0
2022-11-06,ES,0
2022-11-07,ES,0
2022-11-08,ES,0
2022-11-09,ES,0
2022-11-10,ES,0
2022-11-11,ES,0
2022-11-12,ES,0
2022-11-13,ES,0
2022-11-14,ES,0
2022-11-15,ES,0
2022-11-16,ES,0
2022-11-17,ES,0
2022-11-18,ES,0
2022-11-19,ES,0
2022-11-20,ES,0
2022-11-21,ES,0
2022-11-22,ES,0
2022-11-23,ES,0
2022-11-24,ES,0
2022-11-25,ES,0
2022-11-26,ES,0
2022-11-27,ES,0
2022-11-28,ES,0
2022-11-29,ES,0
2022-11-30,ES,0
2022-12-01,ES,0
2022-12-02,ES,0
2022-12-03,ES,0
2022-12-04,ES,0
2022-12-05,ES,0
2022-12-06,ES,0
2022-12-07,ES,0
2022-12-08,ES,0
2022-12-09,ES,0
2022-12-10,ES,0
2022-12-11,ES,0
2022-12-12,ES,0
2022-12-13,ES,0
2022-12-14,ES,0
2022-12-15,ES,0
2022-12-16,ES,0
2022-12-17,ES,0
2022-12-18,ES,0
2022-12-19,ES,0
2022-12-20,ES,0
2022-12-21,ES,0
2022-12-22,ES,0
2022-12-23,ES,0
2022-12-24,ES,0
2022-12-25,ES,0
2022-12-26,ES,0
2022-12-27,ES,0
2022-12-28,ES,0
2022-12-29,ES,0
2022-12-30,ES,0
2022-12-31,ES,0
2023-01-01,ES,0
2023-01-02,ES,0
2023-01-03,ES,0
2023-01-04,ES,0
2023-01-05,ES,0
2023-01-06,ES,0
2023-01-07,ES,0
2023-01-08,ES,0
2023-01-09,ES,0
2023-01-10,ES,0
2023-01-11,ES,0
2023-01-12,ES,0
2023-01-13,ES,0
2023-01-14,ES,0
2023-01-15,ES,0
2023-01-16,ES,0
2023-01-17,ES,0
2023-01-18,ES,0
2023-01-19,ES,0
2023-01-20,ES,0
2023-01-21,ES,0
2023-01-22,ES,0
2023-01-23,ES,0
2023-01-24,ES,0
2023-01-25,ES,0
2023-01-26,ES,0
2023-01-27,ES,0
2023-01-28,ES,0
2023-01-29,ES,0
2023-01-30,ES,0
2023-01-31,ES,0
2023-02-01,ES,0
2023-02-02,ES,0
2023-02-03,ES,0
2023-02-04,ES,0
2023-02-05,ES,0
2023-02-06,ES,0
2023-02-07,ES,0
2023-02-08,ES,0
2023-02-09,ES,0
2023-02-10,ES,0
2023-02-11,ES,0
2023-02-12,ES,0
2023-02-13,ES,0
2023-02-14,ES,0
2023-02-15,ES,0
2023-02-16,ES,0
2023-02-17,ES,0
2023-02-18,ES,0
2023-02-19,ES,0
2023-02-20,ES,0
2023-02-21,ES,0
2023-02-22,ES,0
2023-02-23,ES,0
2023-02-24,ES,0
2023-02-25,ES,0
2023-02-26,ES,0
2023-02-27,ES,0
2023-02-28,ES,0
2023-03-01,ES,0
2023-03-02,ES,0
2023-03-03,ES,0
2023-03-04,ES,0
2023-03-05,ES,0
2023-03-06,ES,0
2023-03-07,ES,0
2023-03-08,ES,0
2023-03-09,ES,0
2023-03-10,ES,0
2023-03-11,ES,0
2023-03-12,ES,0
2023-03-13,ES,0
2023-03-14,ES,0
2023-03-15,ES,0
2023-03-16,ES,0
2023-03-17,ES,0
2023-03-18,ES,0
2023-03-19,ES,0
2023-03-20,ES,0
2023-03-21,ES,0
2023-03-22,ES,0
2023-03-23,ES,0
2023-03-24,ES,0
2023-03-25,ES,0
2023-03-26,ES,0
2023-03-27,ES,0
2023-03-28,ES,0
2023-03-29,ES,0
2023-03-30,ES,0
2023-03-31,ES,0
2023-04-01,ES,0
2023-04-02,ES,0
2023-04-03,ES,0
2023-04-04,ES,0
2023-04-05,ES,0
2023-04-06,ES,0
2023-04-07,ES,0
2023-04-08,ES,0
2023-04-09,ES,0
2023-04-10,ES,0
2023-04-11,ES,0
2023-04-12,ES,0
2023-04-13,ES,0
2023-04-14,ES,0
2023-04-15,ES,0
2023-04-16,ES,0
2023-04-17,ES,0
2023-04-18,ES,0
2023-04-19,ES,0
2023-04-20,ES,0
2023-04-21,ES,0
2023-04-22,ES,0
2023-04-23,ES,0
2023-04-24,ES,0
2023-04-25,ES,0
2023-04-26,ES,0
2023-04-27,ES,0
2023-04-28,ES,0
2023-04-29,ES,0
2023-04-30,ES,0
2023-05-01,ES,0
2023-05-02,ES,0
2023-05-03,ES,0
2023-05-04,ES,0
2023-05-05,ES,0
2023-05-06,ES,0
2023-05-07,ES,0
2023-05-08,ES,0
2023-05-09,ES,0
2023-05-10,ES,0
2023-05-11,ES,0
2023-05-12,ES,0
2023-05-13,ES,0
2023-05-14,ES,0
2023-05-15,ES,0
2023-05-16,ES,0
2023-05-17,ES,0
2023-05-18,ES,0
2023-05-19,ES,0
2023-05-20,ES,0
2023-05-21,ES,0
2023-05-22,ES,0
2023-05-23,ES,0
2023-05-24,ES,0
2023-05-25,ES,0
2023-05-26,ES,0
2023-05-27,ES,0
2023-05-28,ES,0
2023-05-29,ES,0
2023-05-30,ES,0
2023-05-31,ES,0
2023-06-01,ES,0
2023-06-02,ES,0
2023-06-03,ES,0
2023-06-04,ES,0
2023-06-05,ES,0
2023-06-06,ES,0
2023-06-07,ES,0
2023-06-08,ES,0
2023-06-09,ES,0
2023-06-10,ES,0
2023-06-11,ES,0
2023-06-12,ES,0
2023-06-13,ES,0
2023-06-14,ES,0
2023-06-15,ES,0
2023-06-16,ES,0
2023-06-17,ES,0
2023-06-18,ES,0
2023-06-19,ES,0
2023-06-20,ES,0
2023-06-21,ES,0
2023-06-22,ES,0
2023-06-23,ES,0
2023-06-24,ES,0
2023-06-25,ES,0
2023-06-26,ES,0
2023-06-27,ES,0
2023-06-28,ES,0
2023-06-29,ES,0
2023-06-30,ES,0
2023-07-01,ES,0
2023-07-02,ES,0
2023-07-03,ES,0
2023-07-04,ES,0
2023-07-05,ES,0
2023-07-06,ES,0
2023-07-07,ES,0
2023-07-08,ES,0
2023-07-09,ES,0
2023-07-10,ES,0
2023-07-11,ES,0
2023-07-12,ES,0
2023-07-13,ES,0
2023-07-14,ES,0
2023-07-15,ES,0
2023-07-16,ES,0
2023-07-17,ES,0
2023-07-18,ES,0
2023-07-19,ES,0
2023-07-20,ES,0
2023-07-21,ES,0
2023-07-22,ES,0
2023-07-23,ES,0
2023-07-24,ES,0
2023-07-25,ES,0
2023-07-26,ES,0
2023-07-27,ES,0
2023-07-28,ES,0
2023-07-29,ES,0
2023-07-30,ES,0
2023-07-31,ES,0
2023-08-01,ES,0
2023-08-02,ES,0
2023-08-03,ES,0
2023-08-04,ES,0
2023-08-05,ES,0
2023-08-06,ES,0
2023-08-07,ES,0
2023-08-08,ES,0
2023-08-09,ES,0
2023-08-10,ES,0
2023-08-11,ES,0
2023-08-12,ES,0
2023-08-13,ES,0
2023-08-14,ES,0
2023-08-15,ES,0
2023-08-16,ES,0
2023-08-17,ES,0
2023-08-18,ES,0
2023-08-19,ES,0
2023-08-20,ES,0
2023-08-21,ES,0
2023-08-22,ES,0
2023-08-23,ES,0
2023-08-24,ES,0
2023-08-25,ES,0
2023-08-26,ES,0
2023-08-27,ES,0
2023-08-28,ES,0
2023-08-29,ES,0
2023-08-30,ES,0
2023-08-31,ES,0
2023-09-01,ES,0
2023-09-02,ES,0
2023-09-03,ES,0
2023-09-04,ES,0
2023-09-05,ES,0
2023-09-06,ES,0
2023-09-07,ES,0
2023-09-08,ES,0
2023-09-09,ES,0
2023-09-10,ES,0
2023-09-11,ES,0
2023-09-12,ES,0
2023-09-13,ES,0
2023-09-14,ES,0
2023-09-15,ES,0
2023-09-16,ES,0
2023-09-17,ES,0
2023-09-18,ES,0
2023-09-19,ES,0
2023-09-20,ES,0
2023-09-21,ES,0
2023-09-22,ES,0
2023-09-23,ES,0
2023-09-24,ES,0
2023-09-25,ES,0
2023-09-26,ES,0
2023-09-27,ES,0
2023-09-28,ES,0
2023-09-29,ES,0
2023-09-30,ES,0
2023-10-01,ES,0
2023-10-02,ES,0
2023-10-03,ES,0
2023-10-04,ES,0
2023-10-05,ES,0
2023-10-06,ES,0
2023-10-07,ES,0
2023-10-08,ES,0
2023-10-09,ES,0
2023-10-10,ES,0
2023-10-11,ES,0
2023-10-12,ES,0
2023-10-13,ES,0
2023-10-14,ES,0
2023-10-15,ES,0
2023-10-16,ES,0
2023-10-17,ES,0
2023-10-18,ES,0
2023-10-19,ES,0
2023-10-20,ES,0
2023-10-21,ES,0
2023-10-22,ES,0
2023-10-23,ES,0
2023-10-24,ES,0
2023-10-25,ES,0
2023-10-26,ES,0
2023-10-27,ES,0
2023-10-28,ES,0
2023-10-29,ES,0
2023-10-30,ES,0
2023-10-31,ES,0
2023-11-01,ES,0
2023-11-02,ES,0
2023-11-03,ES,0
2023-11-04,ES,0
2023-11-05,ES,0
2023-11-06,ES,0
2023-11-07,ES,0
2023-11-08,ES,0
2023-11-09,ES,0
2023-11-10,ES,0
2023-11-11,ES,0
2023-11-12,ES,0
2023-11-13,ES,0
2023-11-14,ES,0
2023-11-15,ES,0
2023-11-16,ES,0
2023-11-17,ES,0
2023-11-18,ES,0
2023-11-19,ES,0
2023-11-20,ES,0
2023-11-21,ES,0
2023-11-22,ES,0
2023-11-23,ES,0
2023-11-24,ES,0
2023-11-25,ES,0
2023-11-26,ES,0
2023-11-27,ES,0
2023-11-28,ES,0
2023-11-29,ES,0
2023-11-30,ES,0
2023-12-01,ES,0
2023-12-02,ES,0
2023-12-03,ES,0
2023-12-04,ES,0
2023-12-05,ES,0
2023-12-06,ES,0
2023-12-07,ES,0
2023-12-08,ES,0
2023-12-09,ES,0
2023-12-10,ES,0
2023-12-11,ES,0
2023-12-12,ES,0
2023-12-13,ES,0
2023-12-14,ES,0
2023-12-15,ES,0
2023-12-16,ES,0
2023-12-17,ES,0
2023-12-18,ES,0
2023-12-19,ES,0
2023-12-20,ES,0
2023-12-21,ES,0
2023-12-22,ES,0
2023-12-23,ES,0
2023-12-24,ES,0
2023-12-25,ES,0
2023-12-26,ES,0
2023-12-27,ES,0
2023-12-28,ES,0
2020-06-28,ET,0
2020-06-29,ET,0
2020-06-30,ET,0
2020-07-01,ET,0
2020-07-02,ET,0
2020-07-03,ET,0
2020-07-04,ET,0
2020-07-05,ET,0
2020-07-06,ET,0
2020-07-07,ET,0
2020-07-08,ET,0
2020-07-09,ET,0
2020-07-10,ET,0
2020-07-11,ET,0
2020-07-12,ET,0
2020-07-13,ET,0
2020-07-14,ET,0
2020-07-15,ET,0
2020-07-16,ET,0
2020-07-17,ET,0
2020-07-18,ET,0
2020-07-19,ET,0
2020-07-20,ET,0
2020-07-21,ET,0
2020-07-22,ET,0
2020-07-23,ET,26
2020-07-24,ET,22
2020-07-25,ET,14
2020-07-26,ET,15
2020-07-27,ET,15
2020-07-28,ET,0
2020-07-29,ET,0
2020-07-30,ET,13
2020-07-31,ET,0
2020-08-01,ET,0
2020-08-02,ET,0
2020-08-03,ET,0
2020-08-04,ET,0
2020-08-05,ET,21
2020-08-06,ET,0
2020-08-07,ET,0
2020-08-08,ET,0
2020-08-09,ET,0
2020-08-10,ET,10
2020-08-11,ET,21
2020-08-12,ET,12
2020-08-13,ET,17
2020-08-14,ET,0
2020-08-15,ET,0
2020-08-16,ET,0
2020-08-17,ET,0
2020-08-18,ET,0
2020-08-19,ET,10
2020-08-20,ET,0
2020-08-21,ET,0
2020-08-22,ET,0
2020-08-23,ET,0
2020-08-24,ET,0
2020-08-25,ET,0
2020-08-26,ET,0
2020-08-27,ET,0
2020-08-28,ET,0
2020-08-29,ET,0
2020-08-30,ET,0
2020-08-31,ET,0
2020-09-01,ET,0
2020-09-02,ET,0
2020-09-03,ET,0
2020-09-04,ET,0
2020-09-05,ET,0
2020-09-06,ET,0
2020-09-07,ET,0
2020-09-08,ET,0
2020-09-09,ET,0
2020-09-10,ET,0
2020-09-11,ET,0
2020-09-12,ET,0
2020-09-13,ET,0
2020-09-14,ET,0
2020-09-15,ET,0
2020-09-16,ET,0
2020-09-17,ET,0
2020-09-18,ET,0
2020-09-19,ET,0
2020-09-20,ET,0
2020-09-21,ET,10
2020-09-22,ET,0
2020-09-23,ET,0
2020-09-24,ET,11
2020-09-25,ET,13
2020-09-26,ET,0
2020-09-27,ET,0
2020-09-28,ET,11
2020-09-29,ET,11
2020-09-30,ET,12
2020-10-01,ET,16
2020-10-02,ET,0
2020-10-03,ET,0
2020-10-04,ET,0
2020-10-05,ET,0
2020-10-06,ET,0
2020-10-07,ET,11
2020-10-08,ET,15
2020-10-09,ET,0
2020-10-10,ET,0
2020-10-11,ET,0
2020-10-12,ET,0
2020-10-13,ET,0
2020-10-14,ET,0
2020-10-15,ET,0
2020-10-16,ET,10
2020-10-17,ET,0
2020-10-18,ET,0
2020-10-19,ET,0
2020-10-20,ET,0
2020-10-21,ET,0
2020-10-22,ET,0
2020-10-23,ET,0
2020-10-24,ET,0
2020-10-25,ET,0
2020-10-26,ET,0
2020-10-27,ET,0
2020-10-28,ET,0
2020-10-29,ET,0
2020-10-30,ET,0
2020-10-31,ET,0
2020-11-01,ET,0
2020-11-02,ET,0
2020-11-03,ET,0
2020-11-04,ET,0
2020-11-05,ET,0
2020-11-06,ET,0
2020-11-07,ET,0
2020-11-08,ET,0
2020-11-09,ET,14
2020-11-10,ET,0
2020-11-11,ET,0
2020-11-12,ET,0
2020-11-13,ET,0
2020-11-14,ET,0
2020-11-15,ET,0
2020-11-16,ET,0
2020-11-17,ET,0
2020-11-18,ET,0
2020-11-19,ET,0
2020-11-20,ET,0
2020-11-21,ET,0
2020-11-22,ET,0
2020-11-23,ET,0
2020-11-24,ET,0
2020-11-25,ET,0
2020-11-26,ET,0
2020-11-27,ET,0
2020-11-28,ET,0
2020-11-29,ET,0
2020-11-30,ET,0
2020-12-01,ET,0
2020-12-02,ET,0
2020-12-03,ET,0
2020-12-04,ET,0
2020-12-05,ET,0
2020-12-06,ET,0
2020-12-07,ET,0
2020-12-08,ET,0
2020-12-09,ET,0
2020-12-10,ET,0
2020-12-11,ET,0
2020-12-12,ET,0
2020-12-13,ET,0
2020-12-14,ET,0
2020-12-15,ET,0
2020-12-16,ET,0
2020-12-17,ET,0
2020-12-18,ET,0
2020-12-19,ET,0
2020-12-20,ET,0
2020-12-21,ET,0
2020-12-22,ET,0
2020-12-23,ET,0
2020-12-24,ET,0
2020-12-25,ET,0
2020-12-26,ET,0
2020-12-27,ET,0
2020-12-28,ET,0
2020-12-29,ET,0
2020-12-30,ET,0
2020-12-31,ET,0
2021-01-01,ET,0
2021-01-02,ET,0
2021-01-03,ET,0
2021-01-04,ET,0
2021-01-05,ET,0
2021-01-06,ET,0
2021-01-07,ET,0
2021-01-08,ET,0
2021-01-09,ET,0
2021-01-10,ET,0
2021-01-11,ET,0
2021-01-12,ET,0
2021-01-13,ET,0
2021-01-14,ET,0
2021-01-15,ET,0
2021-01-16,ET,0
2021-01-17,ET,0
2021-01-18,ET,0
2021-01-19,ET,0
2021-01-20,ET,0
2021-01-21,ET,0
2021-01-22,ET,0
2021-01-23,ET,0
2021-01-24,ET,0
2021-01-25,ET,0
2021-01-26,ET,0
2021-01-27,ET,0
2021-01-28,ET,0
2021-01-29,ET,0
2021-01-30,ET,0
2021-01-31,ET,0
2021-02-01,ET,0
2021-02-02,ET,0
2021-02-03,ET,0
2021-02-04,ET,0
2021-02-05,ET,0
2021-02-06,ET,0
2021-02-07,ET,0
2021-02-08,ET,0
2021-02-09,ET,0
2021-02-10,ET,0
2021-02-11,ET,0
2021-02-12,ET,0
2021-02-13,ET,0
2021-02-14,ET,0
2021-02-15,ET,0
2021-02-16,ET,0
2021-02-17,ET,0
2021-02-18,ET,0
2021-02-19,ET,0
2021-02-20,ET,0
2021-02-21,ET,0
2021-02-22,ET,0
2021-02-23,ET,0
2021-02-24,ET,0
2021-02-25,ET,0
2021-02-26,ET,0
2021-02-27,ET,0
2021-02-28,ET,0
2021-03-01,ET,0
2021-03-02,ET,0
2021-03-03,ET,0
2021-03-04,ET,0
2021-03-05,ET,0
2021-03-06,ET,0
2021-03-07,ET,0
2021-03-08,ET,0
2021-03-09,ET,0
2021-03-10,ET,0
2021-03-11,ET,0
2021-03-12,ET,0
2021-03-13,ET,0
2021-03-14,ET,0
2021-03-15,ET,0
2021-03-16,ET,0
2021-03-17,ET,0
2021-03-18,ET,0
2021-03-19,ET,0
2021-03-20,ET,0
2021-03-21,ET,0
2021-03-22,ET,0
2021-03-23,ET,0
2021-03-24,ET,0
2021-03-25,ET,0
2021-03-26,ET,0
2021-03-27,ET,0
2021-03-28,ET,0
2021-03-29,ET,0
2021-03-30,ET,0
2021-03-31,ET,0
2021-04-01,ET,0
2021-04-02,ET,0
2021-04-03,ET,0
2021-04-04,ET,0
2021-04-05,ET,0
2021-04-06,ET,0
2021-04-07,ET,0
2021-04-08,ET,0
2021-04-09,ET,0
2021-04-10,ET,0
2021-04-11,ET,0
2021-04-12,ET,0
2021-04-13,ET,0
2021-04-14,ET,0
2021-04-15,ET,0
2021-04-16,ET,0
2021-04-17,ET,0
2021-04-18,ET,0
2021-04-19,ET,0
2021-04-20,ET,0
2021-04-21,ET,0
2021-04-22,ET,0
2021-04-23,ET,0
2021-04-24,ET,0
2021-04-25,ET,0
2021-04-26,ET,0
2021-04-27,ET,0
2021-04-28,ET,0
2021-04-29,ET,0
2021-04-30,ET,0
2021-05-01,ET,0
2021-05-02,ET,0
2021-05-03,ET,0
2021-05-04,ET,0
2021-05-05,ET,0
2021-05-06,ET,0
2021-05-07,ET,0
2021-05-08,ET,0
2021-05-09,ET,0
2021-05-10,ET,0
2021-05-11,ET,0
2021-05-12,ET,0
2021-05-13,ET,0
2021-05-14,ET,0
2021-05-15,ET,0
2021-05-16,ET,0
2021-05-17,ET,0
2021-05-18,ET,0
2021-05-19,ET,0
2021-05-20,ET,0
2021-05-21,ET,0
2021-05-22,ET,0
2021-05-23,ET,0
2021-05-24,ET,0
2021-05-25,ET,0
2021-05-26,ET,0
2021-05-27,ET,0
2021-05-28,ET,0
2021-05-29,ET,0
2021-05-30,ET,0
2021-05-31,ET,0
2021-06-01,ET,0
2021-06-02,ET,0
2021-06-03,ET,0
2021-06-04,ET,0
2021-06-05,ET,0
2021-06-06,ET,0
2021-06-07,ET,0
2021-06-08,ET,0
2021-06-09,ET,14
2021-06-10,ET,0
2021-06-11,ET,0
2021-06-12,ET,0
2021-06-13,ET,0
2021-06-14,ET,0
2021-06-15,ET,0
2021-06-16,ET,23
2021-06-17,ET,0
2021-06-18,ET,0
2021-06-19,ET,46
2021-06-20,ET,26
2021-06-21,ET,70
2021-06-22,ET,47
2021-06-23,ET,71
2021-06-24,ET,71
2021-06-25,ET,95
2021-06-26,ET,48
2021-06-27,ET,28
2021-06-28,ET,21
2021-06-29,ET,11
2021-06-30,ET,0
2021-07-01,ET,11
2021-07-02,ET,13
2021-07-03,ET,0
2021-07-04,ET,14
2021-07-05,ET,10
2021-07-06,ET,0
2021-07-07,ET,0
2021-07-08,ET,0
2021-07-09,ET,0
2021-07-10,ET,0
2021-07-11,ET,0
2021-07-12,ET,72
2021-07-13,ET,67
2021-07-14,ET,32
2021-07-15,ET,40
2021-07-16,ET,43
2021-07-17,ET,0
2021-07-18,ET,10
2021-07-19,ET,26
2021-07-20,ET,0
2021-07-21,ET,15
2021-07-22,ET,48
2021-07-23,ET,30
2021-07-24,ET,0
2021-07-25,ET,0
2021-07-26,ET,14
2021-07-27,ET,17
2021-07-28,ET,36
2021-07-29,ET,43
2021-07-30,ET,29
2021-07-31,ET,0
2021-08-01,ET,0
2021-08-02,ET,50
2021-08-03,ET,33
2021-08-04,ET,0
2021-08-05,ET,0
2021-08-06,ET,0
2021-08-07,ET,0
2021-08-08,ET,0
2021-08-09,ET,35
2021-08-10,ET,13
2021-08-11,ET,11
2021-08-12,ET,0
2021-08-13,ET,0
2021-08-14,ET,0
2021-08-15,ET,0
2021-08-16,ET,11
2021-08-17,ET,48
2021-08-18,ET,41
2021-08-19,ET,24
2021-08-20,ET,20
2021-08-21,ET,0
2021-08-22,ET,0
2021-08-23,ET,0
2021-08-24,ET,16
2021-08-25,ET,15
2021-08-26,ET,15
2021-08-27,ET,0
2021-08-28,ET,0
2021-08-29,ET,0
2021-08-30,ET,19
2021-08-31,ET,23
2021-09-01,ET,13
2021-09-02,ET,0
2021-09-03,ET,11
2021-09-04,ET,0
2021-09-05,ET,0
2021-09-06,ET,27
2021-09-07,ET,12
2021-09-08,ET,0
2021-09-09,ET,0
2021-09-10,ET,22
2021-09-11,ET,0
2021-09-12,ET,0
2021-09-13,ET,0
2021-09-14,ET,0
2021-09-15,ET,22
2021-09-16,ET,0
2021-09-17,ET,0
2021-09-18,ET,0
2021-09-19,ET,0
2021-09-20,ET,0
2021-09-21,ET,0
2021-09-22,ET,0
2021-09-23,ET,13
2021-09-24,ET,0
2021-09-25,ET,15
2021-09-26,ET,0
2021-09-27,ET,0
2021-09-28,ET,0
2021-09-29,ET,0
2021-09-30,ET,11
2021-10-01,ET,11
2021-10-02,ET,19
2021-10-03,ET,0
2021-10-04,ET,0
2021-10-05,ET,0
2021-10-06,ET,21
2021-10-07,ET,0
2021-10-08,ET,0
2021-10-09,ET,0
2021-10-10,ET,0
2021-10-11,ET,0
2021-10-12,ET,0
2021-10-13,ET,0
2021-10-14,ET,0
2021-10-15,ET,0
2021-10-16,ET,0
2021-10-17,ET,0
2021-10-18,ET,0
2021-10-19,ET,0
2021-10-20,ET,0
2021-10-21,ET,0
2021-10-22,ET,0
2021-10-23,ET,0
2021-10-24,ET,0
2021-10-25,ET,0
2021-10-26,ET,92
2021-10-27,ET,168
2021-10-28,ET,0
2021-10-29,ET,0
2021-10-30,ET,0
2021-10-31,ET,0
2021-11-01,ET,0
2021-11-02,ET,0
2021-11-03,ET,0
2021-11-04,ET,0
2021-11-05,ET,0
2021-11-06,ET,0
2021-11-07,ET,0
2021-11-08,ET,0
2021-11-09,ET,0
2021-11-10,ET,80
2021-11-11,ET,68
2021-11-12,ET,0
2021-11-13,ET,0
2021-11-14,ET,0
2021-11-15,ET,0
2021-11-16,ET,0
2021-11-17,ET,0
2021-11-18,ET,0
2021-11-19,ET,0
2021-11-20,ET,0
2021-11-21,ET,0
2021-11-22,ET,0
2021-11-23,ET,0
2021-11-24,ET,0
2021-11-25,ET,0
2021-11-26,ET,0
2021-11-27,ET,0
2021-11-28,ET,0
2021-11-29,ET,0
2021-11-30,ET,0
2021-12-01,ET,0
2021-12-02,ET,0
2021-12-03,ET,0
2021-12-04,ET,0
2021-12-05,ET,0
2021-12-06,ET,0
2021-12-07,ET,0
2021-12-08,ET,0
2021-12-09,ET,0
2021-12-10,ET,0
2021-12-11,ET,0
2021-12-12,ET,0
2021-12-13,ET,0
2021-12-14,ET,0
2021-12-15,ET,0
2021-12-16,ET,0
2021-12-17,ET,0
2021-12-18,ET,0
2021-12-19,ET,0
2021-12-20,ET,0
2021-12-21,ET,0
2021-12-22,ET,0
2021-12-23,ET,0
