Date,Subscription source,Subscribers
2023-02-13,YouTube watch-page,0
2023-02-14,YouTube watch-page,0
2023-02-15,YouTube watch-page,0
2023-02-16,YouTube watch-page,0
2023-02-17,YouTube watch-page,0
2023-02-18,YouTube watch-page,0
2023-02-19,YouTube watch-page,0
2023-02-20,YouTube watch-page,0
2023-02-21,YouTube watch-page,0
2023-02-22,YouTube watch-page,0
2023-02-23,YouTube watch-page,0
2023-02-24,YouTube watch-page,0
2023-02-25,YouTube watch-page,0
2023-02-26,YouTube watch-page,0
2023-02-27,YouTube watch-page,0
2023-02-28,YouTube watch-page,0
2023-03-01,YouTube watch-page,0
2023-03-02,YouTube watch-page,0
2023-03-03,YouTube watch-page,0
2023-03-04,YouTube watch-page,0
2023-03-05,YouTube watch-page,0
2023-03-06,YouTube watch-page,0
2023-03-07,YouTube watch-page,0
2023-03-08,YouTube watch-page,0
2023-03-09,YouTube watch-page,0
2023-03-10,YouTube watch-page,0
2023-03-11,YouTube watch-page,0
2023-03-12,YouTube watch-page,0
2023-03-13,YouTube watch-page,0
2023-03-14,YouTube watch-page,0
2023-03-15,YouTube watch-page,0
2023-03-16,YouTube watch-page,0
2023-03-17,YouTube watch-page,0
2023-03-18,YouTube watch-page,0
2023-03-19,YouTube watch-page,0
2023-03-20,YouTube watch-page,0
2023-03-21,YouTube watch-page,0
2023-03-22,YouTube watch-page,0
2023-03-23,YouTube watch-page,0
2023-03-24,YouTube watch-page,0
2023-03-25,YouTube watch-page,0
2023-03-26,YouTube watch-page,0
2023-03-27,YouTube watch-page,0
2023-03-28,YouTube watch-page,0
2023-03-29,YouTube watch-page,0
2023-03-30,YouTube watch-page,0
2023-03-31,YouTube watch-page,0
2023-04-01,YouTube watch-page,0
2023-04-02,YouTube watch-page,0
2023-04-03,YouTube watch-page,0
2023-04-04,YouTube watch-page,1
2023-04-05,YouTube watch-page,0
2023-04-06,YouTube watch-page,0
2023-04-07,YouTube watch-page,0
2023-04-08,YouTube watch-page,0
2023-04-09,YouTube watch-page,0
2023-04-10,YouTube watch-page,0
2023-04-11,YouTube watch-page,0
2023-04-12,YouTube watch-page,0
2023-04-13,YouTube watch-page,0
2023-04-14,YouTube watch-page,0
2023-04-15,YouTube watch-page,0
2023-04-16,YouTube watch-page,0
2023-04-17,YouTube watch-page,0
2023-04-18,YouTube watch-page,0
2023-04-19,YouTube watch-page,0
2023-04-20,YouTube watch-page,0
2023-04-21,YouTube watch-page,0
2023-04-22,YouTube watch-page,0
2023-04-23,YouTube watch-page,0
2023-04-24,YouTube watch-page,0
2023-04-25,YouTube watch-page,0
2023-04-26,YouTube watch-page,0
2023-04-27,YouTube watch-page,0
2023-04-28,YouTube watch-page,0
2023-04-29,YouTube watch-page,0
2023-04-30,YouTube watch-page,0
2023-05-01,YouTube watch-page,1
2023-05-02,YouTube watch-page,0
2023-05-03,YouTube watch-page,0
2023-05-04,YouTube watch-page,0
2023-05-05,YouTube watch-page,0
2023-05-06,YouTube watch-page,0
2023-05-07,YouTube watch-page,0
2023-05-08,YouTube watch-page,0
2023-05-09,YouTube watch-page,0
2023-05-10,YouTube watch-page,0
2023-05-11,YouTube watch-page,0
2023-05-12,YouTube watch-page,0
2023-05-13,YouTube watch-page,0
2023-05-14,YouTube watch-page,0
2023-05-15,YouTube watch-page,0
2023-05-16,YouTube watch-page,0
2023-05-17,YouTube watch-page,0
2023-05-18,YouTube watch-page,0
2023-05-19,YouTube watch-page,0
2023-05-20,YouTube watch-page,0
2023-05-21,YouTube watch-page,0
2023-05-22,YouTube watch-page,0
2023-05-23,YouTube watch-page,0
2023-05-24,YouTube watch-page,1
2023-05-25,YouTube watch-page,0
2023-05-26,YouTube watch-page,0
2023-05-27,YouTube watch-page,0
2023-05-28,YouTube watch-page,0
2023-05-29,YouTube watch-page,0
2023-05-30,YouTube watch-page,0
2023-05-31,YouTube watch-page,0
2023-06-01,YouTube watch-page,0
2023-06-02,YouTube watch-page,0
2023-06-03,YouTube watch-page,1
2023-06-04,YouTube watch-page,0
2023-06-05,YouTube watch-page,0
2023-06-06,YouTube watch-page,0
2023-06-07,YouTube watch-page,0
2023-06-08,YouTube watch-page,0
2023-06-09,YouTube watch-page,0
2023-06-10,YouTube watch-page,0
2023-06-11,YouTube watch-page,0
2023-06-12,YouTube watch-page,0
2023-06-13,YouTube watch-page,0
2023-06-14,YouTube watch-page,0
2023-06-15,YouTube watch-page,0
2023-06-16,YouTube watch-page,1
2023-06-17,YouTube watch-page,0
2023-06-18,YouTube watch-page,0
2023-06-19,YouTube watch-page,0
2023-06-20,YouTube watch-page,0
2023-06-21,YouTube watch-page,0
2023-06-22,YouTube watch-page,0
2023-06-23,YouTube watch-page,0
2023-06-24,YouTube watch-page,0
2023-06-25,YouTube watch-page,0
2023-06-26,YouTube watch-page,0
2023-06-27,YouTube watch-page,0
2023-06-28,YouTube watch-page,0
2023-06-29,YouTube watch-page,0
2023-06-30,YouTube watch-page,0
2023-07-01,YouTube watch-page,0
2023-07-02,YouTube watch-page,0
2023-07-03,YouTube watch-page,0
2023-07-04,YouTube watch-page,0
2023-07-05,YouTube watch-page,0
2023-07-06,YouTube watch-page,0
2023-07-07,YouTube watch-page,0
2023-07-08,YouTube watch-page,0
2023-07-09,YouTube watch-page,0
2023-07-10,YouTube watch-page,0
2023-07-11,YouTube watch-page,0
2023-07-12,YouTube watch-page,0
2023-07-13,YouTube watch-page,0
2023-07-14,YouTube watch-page,0
2023-07-15,YouTube watch-page,0
2023-07-16,YouTube watch-page,0
2023-07-17,YouTube watch-page,1
2023-07-18,YouTube watch-page,0
2023-07-19,YouTube watch-page,0
2023-07-20,YouTube watch-page,0
2023-07-21,YouTube watch-page,1
2023-07-22,YouTube watch-page,0
2023-07-23,YouTube watch-page,0
2023-07-24,YouTube watch-page,0
2023-07-25,YouTube watch-page,0
2023-07-26,YouTube watch-page,0
2023-07-27,YouTube watch-page,0
2023-07-28,YouTube watch-page,0
2023-07-29,YouTube watch-page,0
2023-07-30,YouTube watch-page,0
2023-07-31,YouTube watch-page,0
2023-08-01,YouTube watch-page,0
2023-08-02,YouTube watch-page,0
2023-08-03,YouTube watch-page,0
2023-08-04,YouTube watch-page,0
2023-08-05,YouTube watch-page,0
2023-08-06,YouTube watch-page,0
2023-08-07,YouTube watch-page,0
2023-08-08,YouTube watch-page,0
2023-08-09,YouTube watch-page,0
2023-08-10,YouTube watch-page,0
2023-08-11,YouTube watch-page,0
2023-08-12,YouTube watch-page,0
2023-08-13,YouTube watch-page,0
2023-08-14,YouTube watch-page,0
2023-08-15,YouTube watch-page,0
2023-08-16,YouTube watch-page,0
2023-08-17,YouTube watch-page,0
2023-08-18,YouTube watch-page,0
2023-08-19,YouTube watch-page,0
2023-08-20,YouTube watch-page,0
2023-08-21,YouTube watch-page,0
2023-08-22,YouTube watch-page,0
2023-08-23,YouTube watch-page,0
2023-08-24,YouTube watch-page,0
2023-08-25,YouTube watch-page,0
2023-08-26,YouTube watch-page,0
2023-08-27,YouTube watch-page,0
2023-08-28,YouTube watch-page,0
2023-08-29,YouTube watch-page,0
2023-08-30,YouTube watch-page,0
2023-08-31,YouTube watch-page,0
2023-09-01,YouTube watch-page,0
2023-09-02,YouTube watch-page,0
2023-09-03,YouTube watch-page,0
2023-09-04,YouTube watch-page,0
2023-09-05,YouTube watch-page,0
2023-09-06,YouTube watch-page,0
2023-09-07,YouTube watch-page,0
2023-09-08,YouTube watch-page,0
2023-09-09,YouTube watch-page,0
2023-09-10,YouTube watch-page,0
2023-09-11,YouTube watch-page,0
2023-09-12,YouTube watch-page,0
2023-09-13,YouTube watch-page,0
2023-09-14,YouTube watch-page,1
2023-09-15,YouTube watch-page,0
2023-09-16,YouTube watch-page,0
2023-09-17,YouTube watch-page,0
2023-09-18,YouTube watch-page,0
2023-09-19,YouTube watch-page,0
2023-09-20,YouTube watch-page,0
2023-09-21,YouTube watch-page,0
2023-09-22,YouTube watch-page,1
2023-09-23,YouTube watch-page,0
2023-09-24,YouTube watch-page,1
2023-09-25,YouTube watch-page,0
2023-09-26,YouTube watch-page,0
2023-09-27,YouTube watch-page,0
2023-09-28,YouTube watch-page,0
2023-09-29,YouTube watch-page,0
2023-09-30,YouTube watch-page,0
2023-10-01,YouTube watch-page,0
2023-10-02,YouTube watch-page,0
2023-10-03,YouTube watch-page,0
2023-10-04,YouTube watch-page,1
2023-10-05,YouTube watch-page,0
2023-10-06,YouTube watch-page,0
2023-10-07,YouTube watch-page,0
2023-10-08,YouTube watch-page,0
2023-10-09,YouTube watch-page,0
2023-10-10,YouTube watch-page,0
2023-10-11,YouTube watch-page,1
2023-10-12,YouTube watch-page,0
2023-10-13,YouTube watch-page,0
2023-10-14,YouTube watch-page,0
2023-10-15,YouTube watch-page,0
2023-10-16,YouTube watch-page,0
2023-10-17,YouTube watch-page,0
2023-10-18,YouTube watch-page,0
2023-10-19,YouTube watch-page,0
2023-10-20,YouTube watch-page,0
2023-10-21,YouTube watch-page,0
2023-10-22,YouTube watch-page,0
2023-10-23,YouTube watch-page,0
2023-10-24,YouTube watch-page,0
2023-10-25,YouTube watch-page,0
2023-10-26,YouTube watch-page,0
2023-10-27,YouTube watch-page,0
2023-10-28,YouTube watch-page,0
2023-10-29,YouTube watch-page,0
2023-10-30,YouTube watch-page,1
2023-10-31,YouTube watch-page,0
2023-11-01,YouTube watch-page,0
2023-11-02,YouTube watch-page,0
2023-11-03,YouTube watch-page,0
2023-11-04,YouTube watch-page,0
2023-11-05,YouTube watch-page,0
2023-11-06,YouTube watch-page,0
2023-11-07,YouTube watch-page,0
2023-11-08,YouTube watch-page,0
2023-11-09,YouTube watch-page,0
2023-11-10,YouTube watch-page,0
2023-11-11,YouTube watch-page,0
2023-11-12,YouTube watch-page,0
2023-11-13,YouTube watch-page,0
2023-11-14,YouTube watch-page,0
2023-11-15,YouTube watch-page,0
2023-11-16,YouTube watch-page,0
2023-11-17,YouTube watch-page,0
2023-11-18,YouTube watch-page,0
2023-11-19,YouTube watch-page,0
2023-11-20,YouTube watch-page,0
2023-11-21,YouTube watch-page,0
2023-11-22,YouTube watch-page,0
2023-11-23,YouTube watch-page,0
2023-11-24,YouTube watch-page,0
2023-11-25,YouTube watch-page,0
2023-11-26,YouTube watch-page,1
2023-11-27,YouTube watch-page,10
2023-11-28,YouTube watch-page,7
2023-11-29,YouTube watch-page,0
2023-11-30,YouTube watch-page,2
2023-12-01,YouTube watch-page,0
2023-12-02,YouTube watch-page,2
2023-12-03,YouTube watch-page,0
2023-12-04,YouTube watch-page,0
2023-12-05,YouTube watch-page,0
2023-12-06,YouTube watch-page,0
2023-12-07,YouTube watch-page,0
2023-12-08,YouTube watch-page,1
2023-12-09,YouTube watch-page,0
2023-12-10,YouTube watch-page,0
2023-12-11,YouTube watch-page,0
2023-12-12,YouTube watch-page,0
2023-12-13,YouTube watch-page,0
2023-12-14,YouTube watch-page,1
2023-12-15,YouTube watch-page,0
2023-12-16,YouTube watch-page,0
2023-12-17,YouTube watch-page,0
2023-12-18,YouTube watch-page,0
2023-12-19,YouTube watch-page,0
2023-12-20,YouTube watch-page,0
2023-12-21,YouTube watch-page,0
2023-12-22,YouTube watch-page,0
2023-12-23,YouTube watch-page,0
2023-12-24,YouTube watch-page,0
2023-12-25,YouTube watch-page,0
2023-12-26,YouTube watch-page,0
2023-12-27,YouTube watch-page,0
2023-12-28,YouTube watch-page,0
2020-06-28,Subscriptions channel list,0
2020-06-29,Subscriptions channel list,0
2020-06-30,Subscriptions channel list,0
2020-07-01,Subscriptions channel list,0
2020-07-02,Subscriptions channel list,0
2020-07-03,Subscriptions channel list,0
2020-07-04,Subscriptions channel list,0
2020-07-05,Subscriptions channel list,0
2020-07-06,Subscriptions channel list,0
2020-07-07,Subscriptions channel list,0
2020-07-08,Subscriptions channel list,0
2020-07-09,Subscriptions channel list,0
2020-07-10,Subscriptions channel list,0
2020-07-11,Subscriptions channel list,0
2020-07-12,Subscriptions channel list,0
2020-07-13,Subscriptions channel list,0
2020-07-14,Subscriptions channel list,0
2020-07-15,Subscriptions channel list,0
2020-07-16,Subscriptions channel list,0
2020-07-17,Subscriptions channel list,0
2020-07-18,Subscriptions channel list,0
2020-07-19,Subscriptions channel list,0
2020-07-20,Subscriptions channel list,0
2020-07-21,Subscriptions channel list,0
2020-07-22,Subscriptions channel list,0
2020-07-23,Subscriptions channel list,0
2020-07-24,Subscriptions channel list,0
2020-07-25,Subscriptions channel list,0
2020-07-26,Subscriptions channel list,0
2020-07-27,Subscriptions channel list,0
2020-07-28,Subscriptions channel list,0
2020-07-29,Subscriptions channel list,0
2020-07-30,Subscriptions channel list,0
2020-07-31,Subscriptions channel list,0
2020-08-01,Subscriptions channel list,0
2020-08-02,Subscriptions channel list,0
2020-08-03,Subscriptions channel list,0
2020-08-04,Subscriptions channel list,0
2020-08-05,Subscriptions channel list,0
2020-08-06,Subscriptions channel list,0
2020-08-07,Subscriptions channel list,0
2020-08-08,Subscriptions channel list,0
2020-08-09,Subscriptions channel list,0
2020-08-10,Subscriptions channel list,0
2020-08-11,Subscriptions channel list,0
2020-08-12,Subscriptions channel list,0
2020-08-13,Subscriptions channel list,0
2020-08-14,Subscriptions channel list,0
2020-08-15,Subscriptions channel list,0
2020-08-16,Subscriptions channel list,0
2020-08-17,Subscriptions channel list,0
2020-08-18,Subscriptions channel list,0
2020-08-19,Subscriptions channel list,0
2020-08-20,Subscriptions channel list,0
2020-08-21,Subscriptions channel list,0
2020-08-22,Subscriptions channel list,0
2020-08-23,Subscriptions channel list,0
2020-08-24,Subscriptions channel list,0
2020-08-25,Subscriptions channel list,0
2020-08-26,Subscriptions channel list,0
2020-08-27,Subscriptions channel list,0
2020-08-28,Subscriptions channel list,0
2020-08-29,Subscriptions channel list,0
2020-08-30,Subscriptions channel list,0
2020-08-31,Subscriptions channel list,0
2020-09-01,Subscriptions channel list,0
2020-09-02,Subscriptions channel list,0
2020-09-03,Subscriptions channel list,0
2020-09-04,Subscriptions channel list,0
2020-09-05,Subscriptions channel list,0
2020-09-06,Subscriptions channel list,0
2020-09-07,Subscriptions channel list,0
2020-09-08,Subscriptions channel list,0
2020-09-09,Subscriptions channel list,0
2020-09-10,Subscriptions channel list,0
2020-09-11,Subscriptions channel list,0
2020-09-12,Subscriptions channel list,0
2020-09-13,Subscriptions channel list,0
2020-09-14,Subscriptions channel list,0
2020-09-15,Subscriptions channel list,0
2020-09-16,Subscriptions channel list,0
2020-09-17,Subscriptions channel list,0
2020-09-18,Subscriptions channel list,0
2020-09-19,Subscriptions channel list,0
2020-09-20,Subscriptions channel list,0
2020-09-21,Subscriptions channel list,0
2020-09-22,Subscriptions channel list,0
2020-09-23,Subscriptions channel list,0
2020-09-24,Subscriptions channel list,0
2020-09-25,Subscriptions channel list,0
2020-09-26,Subscriptions channel list,0
2020-09-27,Subscriptions channel list,0
2020-09-28,Subscriptions channel list,0
2020-09-29,Subscriptions channel list,0
2020-09-30,Subscriptions channel list,0
2020-10-01,Subscriptions channel list,0
2020-10-02,Subscriptions channel list,0
2020-10-03,Subscriptions channel list,0
2020-10-04,Subscriptions channel list,0
2020-10-05,Subscriptions channel list,0
2020-10-06,Subscriptions channel list,0
2020-10-07,Subscriptions channel list,0
2020-10-08,Subscriptions channel list,0
2020-10-09,Subscriptions channel list,0
2020-10-10,Subscriptions channel list,0
2020-10-11,Subscriptions channel list,0
2020-10-12,Subscriptions channel list,0
2020-10-13,Subscriptions channel list,0
2020-10-14,Subscriptions channel list,0
2020-10-15,Subscriptions channel list,0
2020-10-16,Subscriptions channel list,0
2020-10-17,Subscriptions channel list,0
2020-10-18,Subscriptions channel list,0
2020-10-19,Subscriptions channel list,0
2020-10-20,Subscriptions channel list,0
2020-10-21,Subscriptions channel list,0
2020-10-22,Subscriptions channel list,0
2020-10-23,Subscriptions channel list,0
2020-10-24,Subscriptions channel list,0
2020-10-25,Subscriptions channel list,0
2020-10-26,Subscriptions channel list,0
2020-10-27,Subscriptions channel list,0
2020-10-28,Subscriptions channel list,0
2020-10-29,Subscriptions channel list,0
2020-10-30,Subscriptions channel list,0
2020-10-31,Subscriptions channel list,0
2020-11-01,Subscriptions channel list,0
2020-11-02,Subscriptions channel list,0
2020-11-03,Subscriptions channel list,0
2020-11-04,Subscriptions channel list,0
2020-11-05,Subscriptions channel list,0
2020-11-06,Subscriptions channel list,0
2020-11-07,Subscriptions channel list,0
2020-11-08,Subscriptions channel list,0
2020-11-09,Subscriptions channel list,0
2020-11-10,Subscriptions channel list,0
2020-11-11,Subscriptions channel list,0
2020-11-12,Subscriptions channel list,0
2020-11-13,Subscriptions channel list,0
2020-11-14,Subscriptions channel list,0
2020-11-15,Subscriptions channel list,0
2020-11-16,Subscriptions channel list,0
2020-11-17,Subscriptions channel list,0
2020-11-18,Subscriptions channel list,0
2020-11-19,Subscriptions channel list,0
2020-11-20,Subscriptions channel list,0
2020-11-21,Subscriptions channel list,0
2020-11-22,Subscriptions channel list,0
2020-11-23,Subscriptions channel list,0
2020-11-24,Subscriptions channel list,0
2020-11-25,Subscriptions channel list,0
2020-11-26,Subscriptions channel list,0
2020-11-27,Subscriptions channel list,0
2020-11-28,Subscriptions channel list,0
2020-11-29,Subscriptions channel list,0
2020-11-30,Subscriptions channel list,0
2020-12-01,Subscriptions channel list,0
2020-12-02,Subscriptions channel list,0
2020-12-03,Subscriptions channel list,0
2020-12-04,Subscriptions channel list,0
2020-12-05,Subscriptions channel list,0
2020-12-06,Subscriptions channel list,0
2020-12-07,Subscriptions channel list,0
2020-12-08,Subscriptions channel list,0
2020-12-09,Subscriptions channel list,0
2020-12-10,Subscriptions channel list,0
2020-12-11,Subscriptions channel list,0
2020-12-12,Subscriptions channel list,0
2020-12-13,Subscriptions channel list,0
2020-12-14,Subscriptions channel list,0
2020-12-15,Subscriptions channel list,0
2020-12-16,Subscriptions channel list,0
2020-12-17,Subscriptions channel list,0
2020-12-18,Subscriptions channel list,0
2020-12-19,Subscriptions channel list,0
2020-12-20,Subscriptions channel list,0
2020-12-21,Subscriptions channel list,0
2020-12-22,Subscriptions channel list,0
2020-12-23,Subscriptions channel list,0
2020-12-24,Subscriptions channel list,0
2020-12-25,Subscriptions channel list,0
2020-12-26,Subscriptions channel list,0
2020-12-27,Subscriptions channel list,0
2020-12-28,Subscriptions channel list,0
2020-12-29,Subscriptions channel list,0
2020-12-30,Subscriptions channel list,0
2020-12-31,Subscriptions channel list,0
2021-01-01,Subscriptions channel list,0
2021-01-02,Subscriptions channel list,0
2021-01-03,Subscriptions channel list,0
2021-01-04,Subscriptions channel list,0
2021-01-05,Subscriptions channel list,0
2021-01-06,Subscriptions channel list,0
2021-01-07,Subscriptions channel list,0
2021-01-08,Subscriptions channel list,0
2021-01-09,Subscriptions channel list,0
2021-01-10,Subscriptions channel list,0
2021-01-11,Subscriptions channel list,0
2021-01-12,Subscriptions channel list,0
2021-01-13,Subscriptions channel list,0
2021-01-14,Subscriptions channel list,0
2021-01-15,Subscriptions channel list,0
2021-01-16,Subscriptions channel list,0
2021-01-17,Subscriptions channel list,0
2021-01-18,Subscriptions channel list,0
2021-01-19,Subscriptions channel list,0
2021-01-20,Subscriptions channel list,0
2021-01-21,Subscriptions channel list,0
2021-01-22,Subscriptions channel list,0
2021-01-23,Subscriptions channel list,0
2021-01-24,Subscriptions channel list,0
2021-01-25,Subscriptions channel list,0
2021-01-26,Subscriptions channel list,0
2021-01-27,Subscriptions channel list,0
2021-01-28,Subscriptions channel list,0
2021-01-29,Subscriptions channel list,0
2021-01-30,Subscriptions channel list,0
2021-01-31,Subscriptions channel list,0
2021-02-01,Subscriptions channel list,0
2021-02-02,Subscriptions channel list,0
2021-02-03,Subscriptions channel list,0
2021-02-04,Subscriptions channel list,0
2021-02-05,Subscriptions channel list,0
2021-02-06,Subscriptions channel list,0
2021-02-07,Subscriptions channel list,0
2021-02-08,Subscriptions channel list,0
2021-02-09,Subscriptions channel list,0
2021-02-10,Subscriptions channel list,0
2021-02-11,Subscriptions channel list,0
2021-02-12,Subscriptions channel list,0
2021-02-13,Subscriptions channel list,0
2021-02-14,Subscriptions channel list,0
2021-02-15,Subscriptions channel list,0
2021-02-16,Subscriptions channel list,0
2021-02-17,Subscriptions channel list,0
2021-02-18,Subscriptions channel list,0
2021-02-19,Subscriptions channel list,0
2021-02-20,Subscriptions channel list,0
2021-02-21,Subscriptions channel list,0
2021-02-22,Subscriptions channel list,0
2021-02-23,Subscriptions channel list,0
2021-02-24,Subscriptions channel list,0
2021-02-25,Subscriptions channel list,0
2021-02-26,Subscriptions channel list,0
2021-02-27,Subscriptions channel list,0
2021-02-28,Subscriptions channel list,0
2021-03-01,Subscriptions channel list,0
2021-03-02,Subscriptions channel list,0
2021-03-03,Subscriptions channel list,0
2021-03-04,Subscriptions channel list,0
2021-03-05,Subscriptions channel list,0
2021-03-06,Subscriptions channel list,0
2021-03-07,Subscriptions channel list,0
2021-03-08,Subscriptions channel list,0
2021-03-09,Subscriptions channel list,0
2021-03-10,Subscriptions channel list,0
2021-03-11,Subscriptions channel list,0
2021-03-12,Subscriptions channel list,0
2021-03-13,Subscriptions channel list,0
2021-03-14,Subscriptions channel list,0
2021-03-15,Subscriptions channel list,0
2021-03-16,Subscriptions channel list,0
2021-03-17,Subscriptions channel list,0
2021-03-18,Subscriptions channel list,0
2021-03-19,Subscriptions channel list,0
2021-03-20,Subscriptions channel list,0
2021-03-21,Subscriptions channel list,0
2021-03-22,Subscriptions channel list,0
2021-03-23,Subscriptions channel list,0
2021-03-24,Subscriptions channel list,0
2021-03-25,Subscriptions channel list,0
2021-03-26,Subscriptions channel list,0
2021-03-27,Subscriptions channel list,0
2021-03-28,Subscriptions channel list,0
2021-03-29,Subscriptions channel list,0
2021-03-30,Subscriptions channel list,0
2021-03-31,Subscriptions channel list,0
2021-04-01,Subscriptions channel list,0
2021-04-02,Subscriptions channel list,0
2021-04-03,Subscriptions channel list,0
2021-04-04,Subscriptions channel list,0
2021-04-05,Subscriptions channel list,0
2021-04-06,Subscriptions channel list,0
2021-04-07,Subscriptions channel list,0
2021-04-08,Subscriptions channel list,0
2021-04-09,Subscriptions channel list,0
2021-04-10,Subscriptions channel list,0
2021-04-11,Subscriptions channel list,0
2021-04-12,Subscriptions channel list,0
2021-04-13,Subscriptions channel list,0
2021-04-14,Subscriptions channel list,0
2021-04-15,Subscriptions channel list,0
2021-04-16,Subscriptions channel list,0
2021-04-17,Subscriptions channel list,0
2021-04-18,Subscriptions channel list,0
2021-04-19,Subscriptions channel list,0
2021-04-20,Subscriptions channel list,0
2021-04-21,Subscriptions channel list,0
2021-04-22,Subscriptions channel list,0
2021-04-23,Subscriptions channel list,0
2021-04-24,Subscriptions channel list,0
2021-04-25,Subscriptions channel list,0
2021-04-26,Subscriptions channel list,0
2021-04-27,Subscriptions channel list,0
2021-04-28,Subscriptions channel list,0
2021-04-29,Subscriptions channel list,0
2021-04-30,Subscriptions channel list,0
2021-05-01,Subscriptions channel list,0
2021-05-02,Subscriptions channel list,0
2021-05-03,Subscriptions channel list,0
2021-05-04,Subscriptions channel list,0
2021-05-05,Subscriptions channel list,0
2021-05-06,Subscriptions channel list,0
2021-05-07,Subscriptions channel list,0
2021-05-08,Subscriptions channel list,0
2021-05-09,Subscriptions channel list,0
2021-05-10,Subscriptions channel list,0
2021-05-11,Subscriptions channel list,0
2021-05-12,Subscriptions channel list,0
2021-05-13,Subscriptions channel list,0
2021-05-14,Subscriptions channel list,0
2021-05-15,Subscriptions channel list,0
2021-05-16,Subscriptions channel list,0
2021-05-17,Subscriptions channel list,0
2021-05-18,Subscriptions channel list,0
2021-05-19,Subscriptions channel list,0
2021-05-20,Subscriptions channel list,0
2021-05-21,Subscriptions channel list,0
2021-05-22,Subscriptions channel list,0
2021-05-23,Subscriptions channel list,0
2021-05-24,Subscriptions channel list,0
2021-05-25,Subscriptions channel list,0
2021-05-26,Subscriptions channel list,0
2021-05-27,Subscriptions channel list,0
2021-05-28,Subscriptions channel list,0
2021-05-29,Subscriptions channel list,0
2021-05-30,Subscriptions channel list,0
2021-05-31,Subscriptions channel list,0
2021-06-01,Subscriptions channel list,0
2021-06-02,Subscriptions channel list,0
2021-06-03,Subscriptions channel list,0
2021-06-04,Subscriptions channel list,0
2021-06-05,Subscriptions channel list,0
2021-06-06,Subscriptions channel list,0
2021-06-07,Subscriptions channel list,0
2021-06-08,Subscriptions channel list,0
2021-06-09,Subscriptions channel list,0
2021-06-10,Subscriptions channel list,0
2021-06-11,Subscriptions channel list,0
2021-06-12,Subscriptions channel list,0
2021-06-13,Subscriptions channel list,-1
2021-06-14,Subscriptions channel list,0
2021-06-15,Subscriptions channel list,0
2021-06-16,Subscriptions channel list,0
2021-06-17,Subscriptions channel list,0
2021-06-18,Subscriptions channel list,0
2021-06-19,Subscriptions channel list,0
2021-06-20,Subscriptions channel list,0
2021-06-21,Subscriptions channel list,0
2021-06-22,Subscriptions channel list,0
2021-06-23,Subscriptions channel list,0
2021-06-24,Subscriptions channel list,0
2021-06-25,Subscriptions channel list,0
2021-06-26,Subscriptions channel list,0
2021-06-27,Subscriptions channel list,0
2021-06-28,Subscriptions channel list,0
2021-06-29,Subscriptions channel list,0
2021-06-30,Subscriptions channel list,0
2021-07-01,Subscriptions channel list,0
2021-07-02,Subscriptions channel list,0
2021-07-03,Subscriptions channel list,0
2021-07-04,Subscriptions channel list,0
2021-07-05,Subscriptions channel list,0
2021-07-06,Subscriptions channel list,0
2021-07-07,Subscriptions channel list,0
2021-07-08,Subscriptions channel list,0
2021-07-09,Subscriptions channel list,0
2021-07-10,Subscriptions channel list,0
2021-07-11,Subscriptions channel list,0
2021-07-12,Subscriptions channel list,0
2021-07-13,Subscriptions channel list,0
2021-07-14,Subscriptions channel list,0
2021-07-15,Subscriptions channel list,0
2021-07-16,Subscriptions channel list,0
2021-07-17,Subscriptions channel list,0
2021-07-18,Subscriptions channel list,0
2021-07-19,Subscriptions channel list,0
2021-07-20,Subscriptions channel list,0
2021-07-21,Subscriptions channel list,0
2021-07-22,Subscriptions channel list,0
2021-07-23,Subscriptions channel list,0
2021-07-24,Subscriptions channel list,0
2021-07-25,Subscriptions channel list,0
2021-07-26,Subscriptions channel list,0
2021-07-27,Subscriptions channel list,0
2021-07-28,Subscriptions channel list,0
2021-07-29,Subscriptions channel list,0
2021-07-30,Subscriptions channel list,0
2021-07-31,Subscriptions channel list,0
2021-08-01,Subscriptions channel list,0
2021-08-02,Subscriptions channel list,0
2021-08-03,Subscriptions channel list,0
2021-08-04,Subscriptions channel list,0
2021-08-05,Subscriptions channel list,0
2021-08-06,Subscriptions channel list,0
2021-08-07,Subscriptions channel list,0
2021-08-08,Subscriptions channel list,0
2021-08-09,Subscriptions channel list,0
2021-08-10,Subscriptions channel list,0
2021-08-11,Subscriptions channel list,0
2021-08-12,Subscriptions channel list,0
2021-08-13,Subscriptions channel list,0
2021-08-14,Subscriptions channel list,0
2021-08-15,Subscriptions channel list,0
2021-08-16,Subscriptions channel list,0
2021-08-17,Subscriptions channel list,0
2021-08-18,Subscriptions channel list,0
2021-08-19,Subscriptions channel list,0
2021-08-20,Subscriptions channel list,0
2021-08-21,Subscriptions channel list,0
2021-08-22,Subscriptions channel list,0
2021-08-23,Subscriptions channel list,0
2021-08-24,Subscriptions channel list,0
2021-08-25,Subscriptions channel list,0
2021-08-26,Subscriptions channel list,0
2021-08-27,Subscriptions channel list,0
2021-08-28,Subscriptions channel list,0
2021-08-29,Subscriptions channel list,0
2021-08-30,Subscriptions channel list,0
2021-08-31,Subscriptions channel list,0
2021-09-01,Subscriptions channel list,0
2021-09-02,Subscriptions channel list,0
2021-09-03,Subscriptions channel list,0
