Date,Subscription status,Views
2023-01-15,Subscribed,0
2023-01-16,Subscribed,3
2023-01-17,Subscribed,2
2023-01-18,Subscribed,0
2023-01-19,Subscribed,0
2023-01-20,Subscribed,0
2023-01-21,Subscribed,0
2023-01-22,Subscribed,0
2023-01-23,Subscribed,11
2023-01-24,Subscribed,30
2023-01-25,Subscribed,30
2023-01-26,Subscribed,21
2023-01-27,Subscribed,24
2023-01-28,Subscribed,13
2023-01-29,Subscribed,1
2023-01-30,Subscribed,6
2023-01-31,Subscribed,1
2023-02-01,Subscribed,1
2023-02-02,Subscribed,0
2023-02-03,Subscribed,0
2023-02-04,Subscribed,2
2023-02-05,Subscribed,1
2023-02-06,Subscribed,1
2023-02-07,Subscribed,3
2023-02-08,Subscribed,1
2023-02-09,Subscribed,1
2023-02-10,Subscribed,0
2023-02-11,Subscribed,16
2023-02-12,Subscribed,0
2023-02-13,Subscribed,0
2023-02-14,Subscribed,0
2023-02-15,Subscribed,0
2023-02-16,Subscribed,1
2023-02-17,Subscribed,1
2023-02-18,Subscribed,1
2023-02-19,Subscribed,1
2023-02-20,Subscribed,0
2023-02-21,Subscribed,0
2023-02-22,Subscribed,1
2023-02-23,Subscribed,2
2023-02-24,Subscribed,0
2023-02-25,Subscribed,0
2023-02-26,Subscribed,0
2023-02-27,Subscribed,0
2023-02-28,Subscribed,0
2023-03-01,Subscribed,0
2023-03-02,Subscribed,0
2023-03-03,Subscribed,1
2023-03-04,Subscribed,0
2023-03-05,Subscribed,1
2023-03-06,Subscribed,0
2023-03-07,Subscribed,0
2023-03-08,Subscribed,0
2023-03-09,Subscribed,0
2023-03-10,Subscribed,17
2023-03-11,Subscribed,0
2023-03-12,Subscribed,0
2023-03-13,Subscribed,5
2023-03-14,Subscribed,1
2023-03-15,Subscribed,0
2023-03-16,Subscribed,1
2023-03-17,Subscribed,0
2023-03-18,Subscribed,0
2023-03-19,Subscribed,0
2023-03-20,Subscribed,1
2023-03-21,Subscribed,0
2023-03-22,Subscribed,1
2023-03-23,Subscribed,0
2023-03-24,Subscribed,0
2023-03-25,Subscribed,0
2023-03-26,Subscribed,0
2023-03-27,Subscribed,0
2023-03-28,Subscribed,0
2023-03-29,Subscribed,1
2023-03-30,Subscribed,0
2023-03-31,Subscribed,0
2023-04-01,Subscribed,1
2023-04-02,Subscribed,0
2023-04-03,Subscribed,0
2023-04-04,Subscribed,0
2023-04-05,Subscribed,0
2023-04-06,Subscribed,0
2023-04-07,Subscribed,0
2023-04-08,Subscribed,0
2023-04-09,Subscribed,0
2023-04-10,Subscribed,0
2023-04-11,Subscribed,0
2023-04-12,Subscribed,0
2023-04-13,Subscribed,0
2023-04-14,Subscribed,0
2023-04-15,Subscribed,4
2023-04-16,Subscribed,1
2023-04-17,Subscribed,2
2023-04-18,Subscribed,4
2023-04-19,Subscribed,0
2023-04-20,Subscribed,1
2023-04-21,Subscribed,3
2023-04-22,Subscribed,0
2023-04-23,Subscribed,0
2023-04-24,Subscribed,0
2023-04-25,Subscribed,0
2023-04-26,Subscribed,0
2023-04-27,Subscribed,0
2023-04-28,Subscribed,1
2023-04-29,Subscribed,0
2023-04-30,Subscribed,0
2023-05-01,Subscribed,3
2023-05-02,Subscribed,0
2023-05-03,Subscribed,0
2023-05-04,Subscribed,1
2023-05-05,Subscribed,0
2023-05-06,Subscribed,0
2023-05-07,Subscribed,0
2023-05-08,Subscribed,0
2023-05-09,Subscribed,0
2023-05-10,Subscribed,0
2023-05-11,Subscribed,0
2023-05-12,Subscribed,3
2023-05-13,Subscribed,1
2023-05-14,Subscribed,0
2023-05-15,Subscribed,0
2023-05-16,Subscribed,0
2023-05-17,Subscribed,6
2023-05-18,Subscribed,0
2023-05-19,Subscribed,4
2023-05-20,Subscribed,0
2023-05-21,Subscribed,1
2023-05-22,Subscribed,0
2023-05-23,Subscribed,0
2023-05-24,Subscribed,5
2023-05-25,Subscribed,0
2023-05-26,Subscribed,0
2023-05-27,Subscribed,0
2023-05-28,Subscribed,0
2023-05-29,Subscribed,1
2023-05-30,Subscribed,1
2023-05-31,Subscribed,1
2023-06-01,Subscribed,0
2023-06-02,Subscribed,0
2023-06-03,Subscribed,5
2023-06-04,Subscribed,1
2023-06-05,Subscribed,3
2023-06-06,Subscribed,4
2023-06-07,Subscribed,0
2023-06-08,Subscribed,0
2023-06-09,Subscribed,0
2023-06-10,Subscribed,0
2023-06-11,Subscribed,0
2023-06-12,Subscribed,0
2023-06-13,Subscribed,0
2023-06-14,Subscribed,1
2023-06-15,Subscribed,0
2023-06-16,Subscribed,1
2023-06-17,Subscribed,0
2023-06-18,Subscribed,0
2023-06-19,Subscribed,0
2023-06-20,Subscribed,0
2023-06-21,Subscribed,0
2023-06-22,Subscribed,0
2023-06-23,Subscribed,0
2023-06-24,Subscribed,0
2023-06-25,Subscribed,0
2023-06-26,Subscribed,0
2023-06-27,Subscribed,0
2023-06-28,Subscribed,0
2023-06-29,Subscribed,0
2023-06-30,Subscribed,0
2023-07-01,Subscribed,0
2023-07-02,Subscribed,0
2023-07-03,Subscribed,5
2023-07-04,Subscribed,0
2023-07-05,Subscribed,0
2023-07-06,Subscribed,0
2023-07-07,Subscribed,1
2023-07-08,Subscribed,0
2023-07-09,Subscribed,0
2023-07-10,Subscribed,0
2023-07-11,Subscribed,0
2023-07-12,Subscribed,2
2023-07-13,Subscribed,0
2023-07-14,Subscribed,0
2023-07-15,Subscribed,0
2023-07-16,Subscribed,0
2023-07-17,Subscribed,6
2023-07-18,Subscribed,4
2023-07-19,Subscribed,1
2023-07-20,Subscribed,1
2023-07-21,Subscribed,0
2023-07-22,Subscribed,6
2023-07-23,Subscribed,0
2023-07-24,Subscribed,0
2023-07-25,Subscribed,1
2023-07-26,Subscribed,10
2023-07-27,Subscribed,4
2023-07-28,Subscribed,0
2023-07-29,Subscribed,0
2023-07-30,Subscribed,1
2023-07-31,Subscribed,0
2023-08-01,Subscribed,0
2023-08-02,Subscribed,0
2023-08-03,Subscribed,0
2023-08-04,Subscribed,1
2023-08-05,Subscribed,0
2023-08-06,Subscribed,0
2023-08-07,Subscribed,1
2023-08-08,Subscribed,0
2023-08-09,Subscribed,0
2023-08-10,Subscribed,0
2023-08-11,Subscribed,0
2023-08-12,Subscribed,0
2023-08-13,Subscribed,0
2023-08-14,Subscribed,0
2023-08-15,Subscribed,0
2023-08-16,Subscribed,0
2023-08-17,Subscribed,0
2023-08-18,Subscribed,0
2023-08-19,Subscribed,0
2023-08-20,Subscribed,0
2023-08-21,Subscribed,0
2023-08-22,Subscribed,0
2023-08-23,Subscribed,0
2023-08-24,Subscribed,0
2023-08-25,Subscribed,0
2023-08-26,Subscribed,0
2023-08-27,Subscribed,0
2023-08-28,Subscribed,1
2023-08-29,Subscribed,0
2023-08-30,Subscribed,0
2023-08-31,Subscribed,0
2023-09-01,Subscribed,0
2023-09-02,Subscribed,1
2023-09-03,Subscribed,0
2023-09-04,Subscribed,0
2023-09-05,Subscribed,3
2023-09-06,Subscribed,1
2023-09-07,Subscribed,0
2023-09-08,Subscribed,0
2023-09-09,Subscribed,0
2023-09-10,Subscribed,0
2023-09-11,Subscribed,0
2023-09-12,Subscribed,0
2023-09-13,Subscribed,0
2023-09-14,Subscribed,0
2023-09-15,Subscribed,0
2023-09-16,Subscribed,0
2023-09-17,Subscribed,0
2023-09-18,Subscribed,0
2023-09-19,Subscribed,0
2023-09-20,Subscribed,0
2023-09-21,Subscribed,3
2023-09-22,Subscribed,10
2023-09-23,Subscribed,3
2023-09-24,Subscribed,0
2023-09-25,Subscribed,2
2023-09-26,Subscribed,4
2023-09-27,Subscribed,0
2023-09-28,Subscribed,0
2023-09-29,Subscribed,5
2023-09-30,Subscribed,6
2023-10-01,Subscribed,2
2023-10-02,Subscribed,1
2023-10-03,Subscribed,0
2023-10-04,Subscribed,0
2023-10-05,Subscribed,0
2023-10-06,Subscribed,0
2023-10-07,Subscribed,5
2023-10-08,Subscribed,0
2023-10-09,Subscribed,0
2023-10-10,Subscribed,1
2023-10-11,Subscribed,5
2023-10-12,Subscribed,4
2023-10-13,Subscribed,1
2023-10-14,Subscribed,0
2023-10-15,Subscribed,4
2023-10-16,Subscribed,12
2023-10-17,Subscribed,6
2023-10-18,Subscribed,0
2023-10-19,Subscribed,0
2023-10-20,Subscribed,1
2023-10-21,Subscribed,0
2023-10-22,Subscribed,0
2023-10-23,Subscribed,0
2023-10-24,Subscribed,0
2023-10-25,Subscribed,0
2023-10-26,Subscribed,1
2023-10-27,Subscribed,0
2023-10-28,Subscribed,0
2023-10-29,Subscribed,0
2023-10-30,Subscribed,0
2023-10-31,Subscribed,1
2023-11-01,Subscribed,1
2023-11-02,Subscribed,0
2023-11-03,Subscribed,0
2023-11-04,Subscribed,1
2023-11-05,Subscribed,0
2023-11-06,Subscribed,6
2023-11-07,Subscribed,1
2023-11-08,Subscribed,0
2023-11-09,Subscribed,0
2023-11-10,Subscribed,1
2023-11-11,Subscribed,14
2023-11-12,Subscribed,0
2023-11-13,Subscribed,4
2023-11-14,Subscribed,7
2023-11-15,Subscribed,4
2023-11-16,Subscribed,1
2023-11-17,Subscribed,0
2023-11-18,Subscribed,0
2023-11-19,Subscribed,1
2023-11-20,Subscribed,4
2023-11-21,Subscribed,3
2023-11-22,Subscribed,2
2023-11-23,Subscribed,3
2023-11-24,Subscribed,5
2023-11-25,Subscribed,12
2023-11-26,Subscribed,12
2023-11-27,Subscribed,161
2023-11-28,Subscribed,128
2023-11-29,Subscribed,126
2023-11-30,Subscribed,117
2023-12-01,Subscribed,114
2023-12-02,Subscribed,28
2023-12-03,Subscribed,13
2023-12-04,Subscribed,31
2023-12-05,Subscribed,9
2023-12-06,Subscribed,26
2023-12-07,Subscribed,16
2023-12-08,Subscribed,8
2023-12-09,Subscribed,45
2023-12-10,Subscribed,37
2023-12-11,Subscribed,107
2023-12-12,Subscribed,107
2023-12-13,Subscribed,51
2023-12-14,Subscribed,41
2023-12-15,Subscribed,29
2023-12-16,Subscribed,33
2023-12-17,Subscribed,29
2023-12-18,Subscribed,48
2023-12-19,Subscribed,51
2023-12-20,Subscribed,44
2023-12-21,Subscribed,67
2023-12-22,Subscribed,36
2023-12-23,Subscribed,16
2023-12-24,Subscribed,27
2023-12-25,Subscribed,22
2023-12-26,Subscribed,32
2023-12-27,Subscribed,3
2023-12-28,Subscribed,23
2020-06-28,Not subscribed,0
2020-06-29,Not subscribed,56
2020-06-30,Not subscribed,53
2020-07-01,Not subscribed,47
2020-07-02,Not subscribed,31
2020-07-03,Not subscribed,27
2020-07-04,Not subscribed,6
2020-07-05,Not subscribed,21
2020-07-06,Not subscribed,15
2020-07-07,Not subscribed,0
2020-07-08,Not subscribed,2
2020-07-09,Not subscribed,1
2020-07-10,Not subscribed,0
2020-07-11,Not subscribed,1
2020-07-12,Not subscribed,0
2020-07-13,Not subscribed,32
2020-07-14,Not subscribed,50
2020-07-15,Not subscribed,11
2020-07-16,Not subscribed,23
2020-07-17,Not subscribed,10
2020-07-18,Not subscribed,8
2020-07-19,Not subscribed,3
2020-07-20,Not subscribed,29
2020-07-21,Not subscribed,1
2020-07-22,Not subscribed,11
2020-07-23,Not subscribed,43
2020-07-24,Not subscribed,14
2020-07-25,Not subscribed,7
2020-07-26,Not subscribed,2
2020-07-27,Not subscribed,17
2020-07-28,Not subscribed,4
2020-07-29,Not subscribed,5
2020-07-30,Not subscribed,6
2020-07-31,Not subscribed,2
2020-08-01,Not subscribed,2
2020-08-02,Not subscribed,1
2020-08-03,Not subscribed,10
2020-08-04,Not subscribed,10
2020-08-05,Not subscribed,34
2020-08-06,Not subscribed,7
2020-08-07,Not subscribed,11
2020-08-08,Not subscribed,1
2020-08-09,Not subscribed,2
2020-08-10,Not subscribed,13
2020-08-11,Not subscribed,30
2020-08-12,Not subscribed,12
2020-08-13,Not subscribed,5
2020-08-14,Not subscribed,2
2020-08-15,Not subscribed,2
2020-08-16,Not subscribed,8
2020-08-17,Not subscribed,2
2020-08-18,Not subscribed,3
2020-08-19,Not subscribed,3
2020-08-20,Not subscribed,9
2020-08-21,Not subscribed,4
2020-08-22,Not subscribed,0
2020-08-23,Not subscribed,0
2020-08-24,Not subscribed,6
2020-08-25,Not subscribed,5
2020-08-26,Not subscribed,4
2020-08-27,Not subscribed,5
2020-08-28,Not subscribed,11
2020-08-29,Not subscribed,2
2020-08-30,Not subscribed,4
2020-08-31,Not subscribed,4
2020-09-01,Not subscribed,8
2020-09-02,Not subscribed,3
2020-09-03,Not subscribed,9
2020-09-04,Not subscribed,6
2020-09-05,Not subscribed,3
2020-09-06,Not subscribed,1
2020-09-07,Not subscribed,3
2020-09-08,Not subscribed,2
2020-09-09,Not subscribed,11
2020-09-10,Not subscribed,5
2020-09-11,Not subscribed,2
2020-09-12,Not subscribed,4
2020-09-13,Not subscribed,3
2020-09-14,Not subscribed,18
2020-09-15,Not subscribed,4
2020-09-16,Not subscribed,2
2020-09-17,Not subscribed,26
2020-09-18,Not subscribed,14
2020-09-19,Not subscribed,22
2020-09-20,Not subscribed,15
2020-09-21,Not subscribed,9
2020-09-22,Not subscribed,15
2020-09-23,Not subscribed,17
2020-09-24,Not subscribed,22
2020-09-25,Not subscribed,2
2020-09-26,Not subscribed,5
2020-09-27,Not subscribed,2
2020-09-28,Not subscribed,6
2020-09-29,Not subscribed,14
2020-09-30,Not subscribed,12
2020-10-01,Not subscribed,13
2020-10-02,Not subscribed,9
2020-10-03,Not subscribed,1
2020-10-04,Not subscribed,0
2020-10-05,Not subscribed,1
2020-10-06,Not subscribed,3
2020-10-07,Not subscribed,0
2020-10-08,Not subscribed,4
2020-10-09,Not subscribed,3
2020-10-10,Not subscribed,2
2020-10-11,Not subscribed,2
2020-10-12,Not subscribed,4
2020-10-13,Not subscribed,4
2020-10-14,Not subscribed,2
2020-10-15,Not subscribed,2
2020-10-16,Not subscribed,9
2020-10-17,Not subscribed,0
2020-10-18,Not subscribed,0
2020-10-19,Not subscribed,0
2020-10-20,Not subscribed,1
2020-10-21,Not subscribed,0
2020-10-22,Not subscribed,4
2020-10-23,Not subscribed,2
2020-10-24,Not subscribed,2
2020-10-25,Not subscribed,5
2020-10-26,Not subscribed,2
2020-10-27,Not subscribed,0
2020-10-28,Not subscribed,0
2020-10-29,Not subscribed,3
2020-10-30,Not subscribed,1
2020-10-31,Not subscribed,1
2020-11-01,Not subscribed,4
2020-11-02,Not subscribed,2
2020-11-03,Not subscribed,0
2020-11-04,Not subscribed,4
2020-11-05,Not subscribed,0
2020-11-06,Not subscribed,1
2020-11-07,Not subscribed,3
2020-11-08,Not subscribed,4
2020-11-09,Not subscribed,17
2020-11-10,Not subscribed,1
2020-11-11,Not subscribed,2
2020-11-12,Not subscribed,0
2020-11-13,Not subscribed,1
2020-11-14,Not subscribed,0
2020-11-15,Not subscribed,0
2020-11-16,Not subscribed,0
2020-11-17,Not subscribed,1
2020-11-18,Not subscribed,0
2020-11-19,Not subscribed,0
2020-11-20,Not subscribed,1
2020-11-21,Not subscribed,0
2020-11-22,Not subscribed,1
2020-11-23,Not subscribed,1
2020-11-24,Not subscribed,0
2020-11-25,Not subscribed,1
2020-11-26,Not subscribed,0
2020-11-27,Not subscribed,0
2020-11-28,Not subscribed,0
2020-11-29,Not subscribed,1
2020-11-30,Not subscribed,5
2020-12-01,Not subscribed,0
2020-12-02,Not subscribed,0
2020-12-03,Not subscribed,1
2020-12-04,Not subscribed,2
2020-12-05,Not subscribed,0
2020-12-06,Not subscribed,0
2020-12-07,Not subscribed,0
2020-12-08,Not subscribed,3
2020-12-09,Not subscribed,0
2020-12-10,Not subscribed,0
2020-12-11,Not subscribed,3
2020-12-12,Not subscribed,1
2020-12-13,Not subscribed,3
2020-12-14,Not subscribed,0
2020-12-15,Not subscribed,0
2020-12-16,Not subscribed,13
2020-12-17,Not subscribed,3
2020-12-18,Not subscribed,7
2020-12-19,Not subscribed,0
2020-12-20,Not subscribed,0
2020-12-21,Not subscribed,1
2020-12-22,Not subscribed,1
2020-12-23,Not subscribed,0
2020-12-24,Not subscribed,4
2020-12-25,Not subscribed,1
2020-12-26,Not subscribed,2
2020-12-27,Not subscribed,3
2020-12-28,Not subscribed,1
2020-12-29,Not subscribed,4
2020-12-30,Not subscribed,0
2020-12-31,Not subscribed,1
2021-01-01,Not subscribed,0
2021-01-02,Not subscribed,0
2021-01-03,Not subscribed,1
2021-01-04,Not subscribed,3
2021-01-05,Not subscribed,1
2021-01-06,Not subscribed,2
2021-01-07,Not subscribed,0
2021-01-08,Not subscribed,1
2021-01-09,Not subscribed,1
2021-01-10,Not subscribed,1
2021-01-11,Not subscribed,1
2021-01-12,Not subscribed,0
2021-01-13,Not subscribed,1
2021-01-14,Not subscribed,1
2021-01-15,Not subscribed,0
2021-01-16,Not subscribed,2
2021-01-17,Not subscribed,0
2021-01-18,Not subscribed,0
2021-01-19,Not subscribed,1
2021-01-20,Not subscribed,0
2021-01-21,Not subscribed,0
2021-01-22,Not subscribed,0
2021-01-23,Not subscribed,0
2021-01-24,Not subscribed,0
2021-01-25,Not subscribed,2
2021-01-26,Not subscribed,0
2021-01-27,Not subscribed,2
2021-01-28,Not subscribed,5
2021-01-29,Not subscribed,0
2021-01-30,Not subscribed,1
2021-01-31,Not subscribed,1
2021-02-01,Not subscribed,6
2021-02-02,Not subscribed,1
2021-02-03,Not subscribed,5
2021-02-04,Not subscribed,0
2021-02-05,Not subscribed,0
2021-02-06,Not subscribed,2
2021-02-07,Not subscribed,1
2021-02-08,Not subscribed,2
2021-02-09,Not subscribed,1
2021-02-10,Not subscribed,1
2021-02-11,Not subscribed,1
2021-02-12,Not subscribed,1
2021-02-13,Not subscribed,0
2021-02-14,Not subscribed,0
2021-02-15,Not subscribed,3
2021-02-16,Not subscribed,2
2021-02-17,Not subscribed,3
2021-02-18,Not subscribed,2
2021-02-19,Not subscribed,1
2021-02-20,Not subscribed,0
2021-02-21,Not subscribed,0
2021-02-22,Not subscribed,3
2021-02-23,Not subscribed,0
2021-02-24,Not subscribed,1
2021-02-25,Not subscribed,0
2021-02-26,Not subscribed,1
2021-02-27,Not subscribed,0
2021-02-28,Not subscribed,1
2021-03-01,Not subscribed,4
2021-03-02,Not subscribed,1
2021-03-03,Not subscribed,2
2021-03-04,Not subscribed,1
2021-03-05,Not subscribed,1
2021-03-06,Not subscribed,7
2021-03-07,Not subscribed,1
2021-03-08,Not subscribed,4
2021-03-09,Not subscribed,2
2021-03-10,Not subscribed,2
2021-03-11,Not subscribed,0
2021-03-12,Not subscribed,0
2021-03-13,Not subscribed,2
2021-03-14,Not subscribed,1
2021-03-15,Not subscribed,2
2021-03-16,Not subscribed,0
2021-03-17,Not subscribed,1
2021-03-18,Not subscribed,2
2021-03-19,Not subscribed,0
2021-03-20,Not subscribed,0
2021-03-21,Not subscribed,2
2021-03-22,Not subscribed,1
2021-03-23,Not subscribed,1
2021-03-24,Not subscribed,0
2021-03-25,Not subscribed,3
2021-03-26,Not subscribed,1
2021-03-27,Not subscribed,3
2021-03-28,Not subscribed,1
2021-03-29,Not subscribed,2
2021-03-30,Not subscribed,3
2021-03-31,Not subscribed,0
2021-04-01,Not subscribed,3
2021-04-02,Not subscribed,0
2021-04-03,Not subscribed,0
2021-04-04,Not subscribed,2
2021-04-05,Not subscribed,2
2021-04-06,Not subscribed,1
2021-04-07,Not subscribed,2
2021-04-08,Not subscribed,1
2021-04-09,Not subscribed,0
2021-04-10,Not subscribed,1
2021-04-11,Not subscribed,1
2021-04-12,Not subscribed,0
2021-04-13,Not subscribed,1
2021-04-14,Not subscribed,0
2021-04-15,Not subscribed,1
2021-04-16,Not subscribed,3
2021-04-17,Not subscribed,2
2021-04-18,Not subscribed,0
2021-04-19,Not subscribed,2
2021-04-20,Not subscribed,2
2021-04-21,Not subscribed,2
2021-04-22,Not subscribed,2
2021-04-23,Not subscribed,2
2021-04-24,Not subscribed,2
2021-04-25,Not subscribed,14
2021-04-26,Not subscribed,2
2021-04-27,Not subscribed,0
2021-04-28,Not subscribed,1
2021-04-29,Not subscribed,1
2021-04-30,Not subscribed,1
2021-05-01,Not subscribed,0
2021-05-02,Not subscribed,0
2021-05-03,Not subscribed,2
2021-05-04,Not subscribed,9
2021-05-05,Not subscribed,2
2021-05-06,Not subscribed,6
2021-05-07,Not subscribed,0
2021-05-08,Not subscribed,0
2021-05-09,Not subscribed,0
2021-05-10,Not subscribed,1
2021-05-11,Not subscribed,0
2021-05-12,Not subscribed,5
2021-05-13,Not subscribed,1
2021-05-14,Not subscribed,1
2021-05-15,Not subscribed,1
2021-05-16,Not subscribed,6
2021-05-17,Not subscribed,1
2021-05-18,Not subscribed,0
2021-05-19,Not subscribed,2
2021-05-20,Not subscribed,2
2021-05-21,Not subscribed,0
2021-05-22,Not subscribed,2
2021-05-23,Not subscribed,2
2021-05-24,Not subscribed,3
2021-05-25,Not subscribed,1
2021-05-26,Not subscribed,1
2021-05-27,Not subscribed,0
2021-05-28,Not subscribed,0
2021-05-29,Not subscribed,3
2021-05-30,Not subscribed,2
2021-05-31,Not subscribed,2
2021-06-01,Not subscribed,3
2021-06-02,Not subscribed,3
2021-06-03,Not subscribed,1
2021-06-04,Not subscribed,9
2021-06-05,Not subscribed,1
2021-06-06,Not subscribed,1
2021-06-07,Not subscribed,1
2021-06-08,Not subscribed,1
2021-06-09,Not subscribed,16
2021-06-10,Not subscribed,6
2021-06-11,Not subscribed,0
2021-06-12,Not subscribed,2
2021-06-13,Not subscribed,1
2021-06-14,Not subscribed,6
2021-06-15,Not subscribed,0
2021-06-16,Not subscribed,24
2021-06-17,Not subscribed,14
2021-06-18,Not subscribed,0
2021-06-19,Not subscribed,10
2021-06-20,Not subscribed,20
2021-06-21,Not subscribed,124
2021-06-22,Not subscribed,67
2021-06-23,Not subscribed,80
2021-06-24,Not subscribed,88
2021-06-25,Not subscribed,101
2021-06-26,Not subscribed,50
2021-06-27,Not subscribed,46
2021-06-28,Not subscribed,56
2021-06-29,Not subscribed,38
2021-06-30,Not subscribed,24
2021-07-01,Not subscribed,22
2021-07-02,Not subscribed,17
2021-07-03,Not subscribed,4
2021-07-04,Not subscribed,18
2021-07-05,Not subscribed,10
2021-07-06,Not subscribed,10
2021-07-07,Not subscribed,10
2021-07-08,Not subscribed,2
2021-07-09,Not subscribed,14
2021-07-10,Not subscribed,16
2021-07-11,Not subscribed,8
2021-07-12,Not subscribed,60
2021-07-13,Not subscribed,47
2021-07-14,Not subscribed,27
2021-07-15,Not subscribed,28
2021-07-16,Not subscribed,33
2021-07-17,Not subscribed,8
2021-07-18,Not subscribed,2
2021-07-19,Not subscribed,25
2021-07-20,Not subscribed,14
2021-07-21,Not subscribed,37
2021-07-22,Not subscribed,30
2021-07-23,Not subscribed,22
2021-07-24,Not subscribed,9
2021-07-25,Not subscribed,1
2021-07-26,Not subscribed,9
2021-07-27,Not subscribed,20
2021-07-28,Not subscribed,8
2021-07-29,Not subscribed,20
2021-07-30,Not subscribed,24
2021-07-31,Not subscribed,5
2021-08-01,Not subscribed,4
2021-08-02,Not subscribed,16
2021-08-03,Not subscribed,19
2021-08-04,Not subscribed,7
2021-08-05,Not subscribed,6
2021-08-06,Not subscribed,1
2021-08-07,Not subscribed,5
2021-08-08,Not subscribed,0
2021-08-09,Not subscribed,25
2021-08-10,Not subscribed,10
2021-08-11,Not subscribed,14
2021-08-12,Not subscribed,2
2021-08-13,Not subscribed,4
2021-08-14,Not subscribed,1
2021-08-15,Not subscribed,3
2021-08-16,Not subscribed,17
2021-08-17,Not subscribed,36
2021-08-18,Not subscribed,24
2021-08-19,Not subscribed,15
2021-08-20,Not subscribed,8
2021-08-21,Not subscribed,3
2021-08-22,Not subscribed,4
2021-08-23,Not subscribed,14
2021-08-24,Not subscribed,8
2021-08-25,Not subscribed,10
2021-08-26,Not subscribed,10
2021-08-27,Not subscribed,9
2021-08-28,Not subscribed,5
2021-08-29,Not subscribed,4
2021-08-30,Not subscribed,12
2021-08-31,Not subscribed,14
2021-09-01,Not subscribed,3
2021-09-02,Not subscribed,0
2021-09-03,Not subscribed,4
2021-09-04,Not subscribed,6
2021-09-05,Not subscribed,4
2021-09-06,Not subscribed,8
2021-09-07,Not subscribed,12
2021-09-08,Not subscribed,7
2021-09-09,Not subscribed,9
2021-09-10,Not subscribed,8
2021-09-11,Not subscribed,3
2021-09-12,Not subscribed,3
2021-09-13,Not subscribed,3
2021-09-14,Not subscribed,3
2021-09-15,Not subscribed,7
2021-09-16,Not subscribed,6
2021-09-17,Not subscribed,5
2021-09-18,Not subscribed,4
2021-09-19,Not subscribed,1
2021-09-20,Not subscribed,2
2021-09-21,Not subscribed,6
2021-09-22,Not subscribed,12
2021-09-23,Not subscribed,5
2021-09-24,Not subscribed,6
2021-09-25,Not subscribed,18
2021-09-26,Not subscribed,5
2021-09-27,Not subscribed,8
2021-09-28,Not subscribed,3
2021-09-29,Not subscribed,2
2021-09-30,Not subscribed,16
2021-10-01,Not subscribed,10
2021-10-02,Not subscribed,1
2021-10-03,Not subscribed,0
2021-10-04,Not subscribed,0
2021-10-05,Not subscribed,7
2021-10-06,Not subscribed,2
2021-10-07,Not subscribed,1
2021-10-08,Not subscribed,5
2021-10-09,Not subscribed,7
2021-10-10,Not subscribed,2
2021-10-11,Not subscribed,1
2021-10-12,Not subscribed,3
2021-10-13,Not subscribed,5
2021-10-14,Not subscribed,0
2021-10-15,Not subscribed,0
2021-10-16,Not subscribed,0
2021-10-17,Not subscribed,4
2021-10-18,Not subscribed,0
2021-10-19,Not subscribed,4
2021-10-20,Not subscribed,8
2021-10-21,Not subscribed,1
2021-10-22,Not subscribed,6
2021-10-23,Not subscribed,2
2021-10-24,Not subscribed,0
2021-10-25,Not subscribed,1
2021-10-26,Not subscribed,4
2021-10-27,Not subscribed,0
2021-10-28,Not subscribed,0
2021-10-29,Not subscribed,1
2021-10-30,Not subscribed,1
2021-10-31,Not subscribed,3
2021-11-01,Not subscribed,0
2021-11-02,Not subscribed,0
2021-11-03,Not subscribed,3
2021-11-04,Not subscribed,5
2021-11-05,Not subscribed,11
2021-11-06,Not subscribed,0
2021-11-07,Not subscribed,3
2021-11-08,Not subscribed,3
2021-11-09,Not subscribed,0
2021-11-10,Not subscribed,0
2021-11-11,Not subscribed,1
2021-11-12,Not subscribed,0
2021-11-13,Not subscribed,0
2021-11-14,Not subscribed,1
2021-11-15,Not subscribed,4
2021-11-16,Not subscribed,3
2021-11-17,Not subscribed,2
2021-11-18,Not subscribed,1
2021-11-19,Not subscribed,0
2021-11-20,Not subscribed,6
2021-11-21,Not subscribed,0
2021-11-22,Not subscribed,0
2021-11-23,Not subscribed,2
2021-11-24,Not subscribed,2
2021-11-25,Not subscribed,4
2021-11-26,Not subscribed,0
2021-11-27,Not subscribed,0
2021-11-28,Not subscribed,2
2021-11-29,Not subscribed,1
2021-11-30,Not subscribed,1
2021-12-01,Not subscribed,2
2021-12-02,Not subscribed,0
2021-12-03,Not subscribed,0
2021-12-04,Not subscribed,0
2021-12-05,Not subscribed,3
2021-12-06,Not subscribed,4
2021-12-07,Not subscribed,3
2021-12-08,Not subscribed,2
2021-12-09,Not subscribed,0
2021-12-10,Not subscribed,2
2021-12-11,Not subscribed,0
2021-12-12,Not subscribed,3
2021-12-13,Not subscribed,0
2021-12-14,Not subscribed,1
2021-12-15,Not subscribed,1
2021-12-16,Not subscribed,1
2021-12-17,Not subscribed,2
2021-12-18,Not subscribed,0
2021-12-19,Not subscribed,1
2021-12-20,Not subscribed,0
2021-12-21,Not subscribed,0
2021-12-22,Not subscribed,1
2021-12-23,Not subscribed,0
2021-12-24,Not subscribed,2
2021-12-25,Not subscribed,0
2021-12-26,Not subscribed,2
2021-12-27,Not subscribed,1
