Date,Operating system,Views
2023-11-23,Windows,8
2023-11-24,Windows,2
2023-11-25,Windows,36
2023-11-26,Windows,23
2023-11-27,Windows,181
2023-11-28,Windows,214
2023-11-29,Windows,166
2023-11-30,Windows,126
2023-12-01,Windows,113
2023-12-02,Windows,41
2023-12-03,Windows,15
2023-12-04,Windows,36
2023-12-05,Windows,12
2023-12-06,Windows,10
2023-12-07,Windows,12
2023-12-08,Windows,6
2023-12-09,Windows,11
2023-12-10,Windows,13
2023-12-11,Windows,88
2023-12-12,Windows,98
2023-12-13,Windows,68
2023-12-14,Windows,45
2023-12-15,Windows,15
2023-12-16,Windows,23
2023-12-17,Windows,13
2023-12-18,Windows,35
2023-12-19,Windows,60
2023-12-20,Windows,28
2023-12-21,Windows,64
2023-12-22,Windows,26
2023-12-23,Windows,10
2023-12-24,Windows,5
2023-12-25,Windows,5
2023-12-26,Windows,22
2023-12-27,Windows,2
2023-12-28,Windows,6
2020-06-28,Android,0
2020-06-29,Android,23
2020-06-30,Android,14
2020-07-01,Android,24
2020-07-02,Android,28
2020-07-03,Android,23
2020-07-04,Android,21
2020-07-05,Android,26
2020-07-06,Android,14
2020-07-07,Android,1
2020-07-08,Android,2
2020-07-09,Android,2
2020-07-10,Android,0
2020-07-11,Android,1
2020-07-12,Android,0
2020-07-13,Android,15
2020-07-14,Android,18
2020-07-15,Android,9
2020-07-16,Android,7
2020-07-17,Android,3
2020-07-18,Android,1
2020-07-19,Android,0
2020-07-20,Android,4
2020-07-21,Android,1
2020-07-22,Android,7
2020-07-23,Android,27
2020-07-24,Android,9
2020-07-25,Android,4
2020-07-26,Android,1
2020-07-27,Android,2
2020-07-28,Android,3
2020-07-29,Android,5
2020-07-30,Android,8
2020-07-31,Android,0
2020-08-01,Android,0
2020-08-02,Android,4
2020-08-03,Android,7
2020-08-04,Android,10
2020-08-05,Android,11
2020-08-06,Android,6
2020-08-07,Android,7
2020-08-08,Android,7
2020-08-09,Android,2
2020-08-10,Android,12
2020-08-11,Android,24
2020-08-12,Android,21
2020-08-13,Android,9
2020-08-14,Android,9
2020-08-15,Android,10
2020-08-16,Android,2
2020-08-17,Android,8
2020-08-18,Android,4
2020-08-19,Android,3
2020-08-20,Android,10
2020-08-21,Android,5
2020-08-22,Android,1
2020-08-23,Android,1
2020-08-24,Android,4
2020-08-25,Android,6
2020-08-26,Android,8
2020-08-27,Android,2
2020-08-28,Android,6
2020-08-29,Android,2
2020-08-30,Android,1
2020-08-31,Android,9
2020-09-01,Android,7
2020-09-02,Android,8
2020-09-03,Android,10
2020-09-04,Android,10
2020-09-05,Android,9
2020-09-06,Android,27
2020-09-07,Android,5
2020-09-08,Android,14
2020-09-09,Android,19
2020-09-10,Android,1
2020-09-11,Android,5
2020-09-12,Android,3
2020-09-13,Android,2
2020-09-14,Android,17
2020-09-15,Android,11
2020-09-16,Android,7
2020-09-17,Android,6
2020-09-18,Android,8
2020-09-19,Android,21
2020-09-20,Android,15
2020-09-21,Android,12
2020-09-22,Android,23
2020-09-23,Android,14
2020-09-24,Android,14
2020-09-25,Android,11
2020-09-26,Android,4
2020-09-27,Android,12
2020-09-28,Android,5
2020-09-29,Android,10
2020-09-30,Android,4
2020-10-01,Android,0
2020-10-02,Android,3
2020-10-03,Android,0
2020-10-04,Android,0
2020-10-05,Android,1
2020-10-06,Android,11
2020-10-07,Android,3
2020-10-08,Android,5
2020-10-09,Android,1
2020-10-10,Android,7
2020-10-11,Android,8
2020-10-12,Android,0
2020-10-13,Android,6
2020-10-14,Android,4
2020-10-15,Android,5
2020-10-16,Android,24
2020-10-17,Android,0
2020-10-18,Android,2
2020-10-19,Android,0
2020-10-20,Android,5
2020-10-21,Android,0
2020-10-22,Android,1
2020-10-23,Android,2
2020-10-24,Android,2
2020-10-25,Android,3
2020-10-26,Android,13
2020-10-27,Android,7
2020-10-28,Android,0
2020-10-29,Android,0
2020-10-30,Android,0
2020-10-31,Android,1
2020-11-01,Android,1
2020-11-02,Android,2
2020-11-03,Android,0
2020-11-04,Android,1
2020-11-05,Android,0
2020-11-06,Android,3
2020-11-07,Android,1
2020-11-08,Android,2
2020-11-09,Android,1
2020-11-10,Android,1
2020-11-11,Android,1
2020-11-12,Android,0
2020-11-13,Android,0
2020-11-14,Android,0
2020-11-15,Android,0
2020-11-16,Android,0
2020-11-17,Android,1
2020-11-18,Android,0
2020-11-19,Android,0
2020-11-20,Android,1
2020-11-21,Android,0
2020-11-22,Android,0
2020-11-23,Android,1
2020-11-24,Android,0
2020-11-25,Android,4
2020-11-26,Android,0
2020-11-27,Android,0
2020-11-28,Android,0
2020-11-29,Android,2
2020-11-30,Android,1
2020-12-01,Android,0
2020-12-02,Android,0
2020-12-03,Android,0
2020-12-04,Android,1
2020-12-05,Android,0
2020-12-06,Android,0
2020-12-07,Android,0
2020-12-08,Android,1
2020-12-09,Android,0
2020-12-10,Android,0
2020-12-11,Android,1
2020-12-12,Android,0
2020-12-13,Android,2
2020-12-14,Android,0
2020-12-15,Android,0
2020-12-16,Android,12
2020-12-17,Android,2
2020-12-18,Android,3
2020-12-19,Android,0
2020-12-20,Android,0
2020-12-21,Android,1
2020-12-22,Android,1
2020-12-23,Android,0
2020-12-24,Android,1
2020-12-25,Android,1
2020-12-26,Android,2
2020-12-27,Android,3
2020-12-28,Android,1
2020-12-29,Android,2
2020-12-30,Android,0
2020-12-31,Android,0
2021-01-01,Android,0
2021-01-02,Android,0
2021-01-03,Android,1
2021-01-04,Android,2
2021-01-05,Android,3
2021-01-06,Android,4
2021-01-07,Android,0
2021-01-08,Android,1
2021-01-09,Android,1
2021-01-10,Android,1
2021-01-11,Android,1
2021-01-12,Android,0
2021-01-13,Android,0
2021-01-14,Android,0
2021-01-15,Android,0
2021-01-16,Android,0
2021-01-17,Android,0
2021-01-18,Android,0
2021-01-19,Android,1
2021-01-20,Android,0
2021-01-21,Android,0
2021-01-22,Android,0
2021-01-23,Android,0
2021-01-24,Android,0
2021-01-25,Android,1
2021-01-26,Android,0
2021-01-27,Android,2
2021-01-28,Android,3
2021-01-29,Android,0
2021-01-30,Android,3
2021-01-31,Android,0
2021-02-01,Android,3
2021-02-02,Android,0
2021-02-03,Android,1
2021-02-04,Android,0
2021-02-05,Android,0
2021-02-06,Android,2
2021-02-07,Android,1
2021-02-08,Android,1
2021-02-09,Android,1
2021-02-10,Android,0
2021-02-11,Android,0
2021-02-12,Android,0
2021-02-13,Android,1
2021-02-14,Android,0
2021-02-15,Android,2
2021-02-16,Android,0
2021-02-17,Android,0
2021-02-18,Android,0
2021-02-19,Android,1
2021-02-20,Android,0
2021-02-21,Android,0
2021-02-22,Android,2
2021-02-23,Android,6
2021-02-24,Android,0
2021-02-25,Android,0
2021-02-26,Android,0
2021-02-27,Android,0
2021-02-28,Android,1
2021-03-01,Android,1
2021-03-02,Android,1
2021-03-03,Android,2
2021-03-04,Android,0
2021-03-05,Android,0
2021-03-06,Android,6
2021-03-07,Android,1
2021-03-08,Android,3
2021-03-09,Android,1
2021-03-10,Android,0
2021-03-11,Android,0
2021-03-12,Android,0
2021-03-13,Android,1
2021-03-14,Android,1
2021-03-15,Android,1
2021-03-16,Android,0
2021-03-17,Android,0
2021-03-18,Android,1
2021-03-19,Android,0
2021-03-20,Android,0
2021-03-21,Android,1
2021-03-22,Android,1
2021-03-23,Android,0
2021-03-24,Android,0
2021-03-25,Android,0
2021-03-26,Android,0
2021-03-27,Android,0
2021-03-28,Android,1
2021-03-29,Android,1
2021-03-30,Android,0
2021-03-31,Android,0
2021-04-01,Android,1
2021-04-02,Android,0
2021-04-03,Android,0
2021-04-04,Android,0
2021-04-05,Android,0
2021-04-06,Android,0
2021-04-07,Android,1
2021-04-08,Android,1
2021-04-09,Android,0
2021-04-10,Android,2
2021-04-11,Android,2
2021-04-12,Android,0
2021-04-13,Android,0
2021-04-14,Android,0
2021-04-15,Android,0
2021-04-16,Android,2
2021-04-17,Android,1
2021-04-18,Android,0
2021-04-19,Android,1
2021-04-20,Android,1
2021-04-21,Android,1
2021-04-22,Android,0
2021-04-23,Android,1
2021-04-24,Android,1
2021-04-25,Android,22
2021-04-26,Android,1
2021-04-27,Android,0
2021-04-28,Android,1
2021-04-29,Android,1
2021-04-30,Android,0
2021-05-01,Android,0
2021-05-02,Android,0
2021-05-03,Android,2
2021-05-04,Android,6
2021-05-05,Android,1
2021-05-06,Android,2
2021-05-07,Android,0
2021-05-08,Android,0
2021-05-09,Android,0
2021-05-10,Android,0
2021-05-11,Android,0
2021-05-12,Android,2
2021-05-13,Android,0
2021-05-14,Android,1
2021-05-15,Android,1
2021-05-16,Android,0
2021-05-17,Android,0
2021-05-18,Android,0
2021-05-19,Android,1
2021-05-20,Android,0
2021-05-21,Android,0
2021-05-22,Android,0
2021-05-23,Android,2
2021-05-24,Android,2
2021-05-25,Android,0
2021-05-26,Android,0
2021-05-27,Android,0
2021-05-28,Android,0
2021-05-29,Android,3
2021-05-30,Android,0
2021-05-31,Android,1
2021-06-01,Android,0
2021-06-02,Android,0
2021-06-03,Android,0
2021-06-04,Android,1
2021-06-05,Android,0
2021-06-06,Android,1
2021-06-07,Android,0
2021-06-08,Android,1
2021-06-09,Android,1
2021-06-10,Android,0
2021-06-11,Android,0
2021-06-12,Android,1
2021-06-13,Android,0
2021-06-14,Android,1
2021-06-15,Android,0
2021-06-16,Android,1
2021-06-17,Android,0
2021-06-18,Android,0
2021-06-19,Android,3
2021-06-20,Android,9
2021-06-21,Android,34
2021-06-22,Android,29
2021-06-23,Android,12
2021-06-24,Android,17
2021-06-25,Android,14
2021-06-26,Android,11
2021-06-27,Android,9
2021-06-28,Android,8
2021-06-29,Android,8
2021-06-30,Android,11
2021-07-01,Android,8
2021-07-02,Android,7
2021-07-03,Android,10
2021-07-04,Android,2
2021-07-05,Android,0
2021-07-06,Android,0
2021-07-07,Android,2
2021-07-08,Android,2
2021-07-09,Android,13
2021-07-10,Android,15
2021-07-11,Android,2
2021-07-12,Android,19
2021-07-13,Android,14
2021-07-14,Android,27
2021-07-15,Android,10
2021-07-16,Android,4
2021-07-17,Android,1
2021-07-18,Android,2
2021-07-19,Android,22
2021-07-20,Android,9
2021-07-21,Android,15
2021-07-22,Android,16
2021-07-23,Android,1
2021-07-24,Android,6
2021-07-25,Android,1
2021-07-26,Android,4
2021-07-27,Android,0
2021-07-28,Android,4
2021-07-29,Android,21
2021-07-30,Android,8
2021-07-31,Android,2
2021-08-01,Android,1
2021-08-02,Android,33
2021-08-03,Android,12
2021-08-04,Android,2
2021-08-05,Android,2
2021-08-06,Android,1
2021-08-07,Android,1
2021-08-08,Android,0
2021-08-09,Android,12
2021-08-10,Android,2
2021-08-11,Android,6
2021-08-12,Android,1
2021-08-13,Android,5
2021-08-14,Android,1
2021-08-15,Android,4
2021-08-16,Android,6
2021-08-17,Android,11
2021-08-18,Android,7
2021-08-19,Android,7
2021-08-20,Android,8
2021-08-21,Android,3
2021-08-22,Android,2
2021-08-23,Android,10
2021-08-24,Android,14
2021-08-25,Android,7
2021-08-26,Android,13
2021-08-27,Android,5
2021-08-28,Android,5
2021-08-29,Android,3
2021-08-30,Android,11
2021-08-31,Android,3
2021-09-01,Android,2
2021-09-02,Android,1
2021-09-03,Android,9
2021-09-04,Android,1
2021-09-05,Android,3
2021-09-06,Android,7
2021-09-07,Android,7
2021-09-08,Android,12
2021-09-09,Android,2
2021-09-10,Android,0
2021-09-11,Android,0
2021-09-12,Android,6
2021-09-13,Android,1
2021-09-14,Android,2
2021-09-15,Android,3
2021-09-16,Android,3
2021-09-17,Android,5
2021-09-18,Android,0
2021-09-19,Android,0
2021-09-20,Android,1
2021-09-21,Android,2
2021-09-22,Android,3
2021-09-23,Android,2
2021-09-24,Android,7
2021-09-25,Android,17
2021-09-26,Android,5
2021-09-27,Android,5
2021-09-28,Android,0
2021-09-29,Android,2
2021-09-30,Android,8
2021-10-01,Android,3
2021-10-02,Android,18
2021-10-03,Android,0
2021-10-04,Android,0
2021-10-05,Android,2
2021-10-06,Android,1
2021-10-07,Android,10
2021-10-08,Android,0
2021-10-09,Android,1
2021-10-10,Android,0
2021-10-11,Android,1
2021-10-12,Android,3
2021-10-13,Android,2
2021-10-14,Android,2
2021-10-15,Android,0
2021-10-16,Android,0
2021-10-17,Android,1
2021-10-18,Android,0
2021-10-19,Android,3
2021-10-20,Android,2
2021-10-21,Android,0
2021-10-22,Android,0
2021-10-23,Android,0
2021-10-24,Android,0
2021-10-25,Android,0
2021-10-26,Android,3
2021-10-27,Android,0
2021-10-28,Android,0
2021-10-29,Android,2
2021-10-30,Android,1
2021-10-31,Android,4
2021-11-01,Android,0
2021-11-02,Android,0
2021-11-03,Android,0
2021-11-04,Android,0
2021-11-05,Android,9
2021-11-06,Android,0
2021-11-07,Android,1
2021-11-08,Android,3
2021-11-09,Android,0
2021-11-10,Android,0
2021-11-11,Android,0
2021-11-12,Android,0
2021-11-13,Android,0
2021-11-14,Android,0
2021-11-15,Android,0
2021-11-16,Android,2
2021-11-17,Android,1
2021-11-18,Android,1
2021-11-19,Android,0
2021-11-20,Android,4
2021-11-21,Android,0
2021-11-22,Android,0
2021-11-23,Android,0
2021-11-24,Android,0
2021-11-25,Android,0
2021-11-26,Android,0
2021-11-27,Android,0
2021-11-28,Android,1
2021-11-29,Android,0
2021-11-30,Android,0
2021-12-01,Android,0
2021-12-02,Android,0
2021-12-03,Android,0
2021-12-04,Android,0
2021-12-05,Android,0
2021-12-06,Android,2
2021-12-07,Android,2
2021-12-08,Android,0
2021-12-09,Android,0
2021-12-10,Android,1
2021-12-11,Android,0
2021-12-12,Android,2
2021-12-13,Android,0
2021-12-14,Android,0
2021-12-15,Android,0
2021-12-16,Android,0
2021-12-17,Android,2
2021-12-18,Android,1
2021-12-19,Android,0
2021-12-20,Android,0
2021-12-21,Android,0
2021-12-22,Android,0
2021-12-23,Android,0
2021-12-24,Android,1
2021-12-25,Android,0
2021-12-26,Android,1
2021-12-27,Android,0
2021-12-28,Android,0
2021-12-29,Android,0
2021-12-30,Android,0
2021-12-31,Android,0
2022-01-01,Android,1
2022-01-02,Android,0
2022-01-03,Android,0
2022-01-04,Android,0
2022-01-05,Android,2
2022-01-06,Android,3
2022-01-07,Android,5
2022-01-08,Android,3
2022-01-09,Android,0
2022-01-10,Android,0
2022-01-11,Android,0
2022-01-12,Android,1
2022-01-13,Android,0
2022-01-14,Android,0
2022-01-15,Android,0
2022-01-16,Android,1
2022-01-17,Android,2
2022-01-18,Android,0
2022-01-19,Android,3
2022-01-20,Android,0
2022-01-21,Android,0
2022-01-22,Android,1
2022-01-23,Android,1
2022-01-24,Android,0
2022-01-25,Android,0
2022-01-26,Android,3
2022-01-27,Android,0
2022-01-28,Android,2
2022-01-29,Android,0
2022-01-30,Android,0
2022-01-31,Android,1
2022-02-01,Android,0
2022-02-02,Android,0
2022-02-03,Android,0
2022-02-04,Android,0
2022-02-05,Android,0
2022-02-06,Android,1
2022-02-07,Android,0
2022-02-08,Android,0
2022-02-09,Android,2
2022-02-10,Android,0
2022-02-11,Android,4
2022-02-12,Android,2
2022-02-13,Android,0
2022-02-14,Android,3
2022-02-15,Android,1
2022-02-16,Android,1
2022-02-17,Android,4
2022-02-18,Android,1
2022-02-19,Android,1
2022-02-20,Android,5
2022-02-21,Android,0
2022-02-22,Android,1
2022-02-23,Android,3
2022-02-24,Android,1
2022-02-25,Android,0
2022-02-26,Android,0
2022-02-27,Android,0
2022-02-28,Android,11
2022-03-01,Android,4
2022-03-02,Android,0
2022-03-03,Android,2
2022-03-04,Android,4
2022-03-05,Android,2
2022-03-06,Android,5
2022-03-07,Android,12
2022-03-08,Android,0
2022-03-09,Android,3
2022-03-10,Android,3
2022-03-11,Android,1
2022-03-12,Android,0
2022-03-13,Android,2
2022-03-14,Android,2
2022-03-15,Android,7
2022-03-16,Android,3
2022-03-17,Android,2
2022-03-18,Android,0
2022-03-19,Android,1
2022-03-20,Android,1
2022-03-21,Android,0
2022-03-22,Android,1
2022-03-23,Android,3
2022-03-24,Android,1
2022-03-25,Android,1
2022-03-26,Android,5
2022-03-27,Android,0
2022-03-28,Android,1
2022-03-29,Android,4
2022-03-30,Android,1
2022-03-31,Android,5
2022-04-01,Android,0
2022-04-02,Android,3
2022-04-03,Android,0
2022-04-04,Android,2
2022-04-05,Android,2
2022-04-06,Android,4
2022-04-07,Android,3
2022-04-08,Android,1
2022-04-09,Android,5
2022-04-10,Android,0
2022-04-11,Android,2
2022-04-12,Android,7
2022-04-13,Android,2
2022-04-14,Android,4
2022-04-15,Android,2
2022-04-16,Android,1
2022-04-17,Android,1
2022-04-18,Android,3
2022-04-19,Android,4
2022-04-20,Android,1
2022-04-21,Android,1
2022-04-22,Android,5
2022-04-23,Android,1
2022-04-24,Android,23
2022-04-25,Android,4
2022-04-26,Android,3
2022-04-27,Android,24
2022-04-28,Android,7
2022-04-29,Android,4
2022-04-30,Android,9
2022-05-01,Android,8
2022-05-02,Android,21
2022-05-03,Android,9
2022-05-04,Android,5
2022-05-05,Android,0
2022-05-06,Android,3
2022-05-07,Android,2
2022-05-08,Android,12
2022-05-09,Android,15
2022-05-10,Android,29
2022-05-11,Android,16
2022-05-12,Android,18
2022-05-13,Android,11
2022-05-14,Android,2
2022-05-15,Android,3
2022-05-16,Android,11
2022-05-17,Android,12
2022-05-18,Android,17
2022-05-19,Android,17
2022-05-20,Android,4
2022-05-21,Android,9
2022-05-22,Android,4
2022-05-23,Android,3
2022-05-24,Android,6
2022-05-25,Android,3
2022-05-26,Android,4
2022-05-27,Android,10
2022-05-28,Android,1
2022-05-29,Android,10
2022-05-30,Android,5
2022-05-31,Android,2
2022-06-01,Android,6
2022-06-02,Android,3
2022-06-03,Android,7
2022-06-04,Android,5
2022-06-05,Android,5
2022-06-06,Android,3
2022-06-07,Android,10
2022-06-08,Android,5
2022-06-09,Android,1
2022-06-10,Android,7
2022-06-11,Android,8
2022-06-12,Android,0
2022-06-13,Android,11
2022-06-14,Android,5
2022-06-15,Android,16
2022-06-16,Android,6
2022-06-17,Android,5
2022-06-18,Android,8
2022-06-19,Android,9
2022-06-20,Android,14
2022-06-21,Android,5
2022-06-22,Android,13
2022-06-23,Android,8
2022-06-24,Android,2
2022-06-25,Android,4
2022-06-26,Android,3
2022-06-27,Android,8
2022-06-28,Android,8
2022-06-29,Android,19
2022-06-30,Android,12
2022-07-01,Android,8
2022-07-02,Android,9
2022-07-03,Android,3
2022-07-04,Android,2
2022-07-05,Android,3
2022-07-06,Android,53
2022-07-07,Android,14
2022-07-08,Android,13
2022-07-09,Android,8
2022-07-10,Android,5
2022-07-11,Android,12
2022-07-12,Android,13
2022-07-13,Android,25
2022-07-14,Android,28
2022-07-15,Android,10
2022-07-16,Android,11
2022-07-17,Android,6
2022-07-18,Android,13
2022-07-19,Android,15
2022-07-20,Android,7
2022-07-21,Android,15
2022-07-22,Android,18
2022-07-23,Android,9
2022-07-24,Android,11
2022-07-25,Android,9
2022-07-26,Android,9
2022-07-27,Android,7
2022-07-28,Android,13
2022-07-29,Android,3
2022-07-30,Android,8
2022-07-31,Android,27
2022-08-01,Android,21
2022-08-02,Android,14
2022-08-03,Android,5
2022-08-04,Android,2
2022-08-05,Android,3
2022-08-06,Android,10
2022-08-07,Android,2
2022-08-08,Android,76
2022-08-09,Android,78
2022-08-10,Android,39
2022-08-11,Android,51
2022-08-12,Android,47
2022-08-13,Android,27
2022-08-14,Android,21
2022-08-15,Android,43
2022-08-16,Android,43
2022-08-17,Android,6
2022-08-18,Android,41
2022-08-19,Android,21
2022-08-20,Android,12
2022-08-21,Android,58
2022-08-22,Android,22
2022-08-23,Android,34
2022-08-24,Android,27
2022-08-25,Android,25
2022-08-26,Android,19
2022-08-27,Android,23
2022-08-28,Android,7
2022-08-29,Android,27
2022-08-30,Android,8
2022-08-31,Android,24
2022-09-01,Android,33
2022-09-02,Android,24
2022-09-03,Android,9
2022-09-04,Android,31
2022-09-05,Android,8
2022-09-06,Android,20
2022-09-07,Android,18
2022-09-08,Android,7
2022-09-09,Android,18
2022-09-10,Android,13
2022-09-11,Android,8
2022-09-12,Android,6
2022-09-13,Android,13
2022-09-14,Android,9
2022-09-15,Android,41
2022-09-16,Android,14
2022-09-17,Android,19
2022-09-18,Android,8
2022-09-19,Android,5
2022-09-20,Android,12
2022-09-21,Android,7
2022-09-22,Android,13
2022-09-23,Android,15
2022-09-24,Android,13
2022-09-25,Android,15
2022-09-26,Android,14
2022-09-27,Android,25
2022-09-28,Android,16
2022-09-29,Android,17
2022-09-30,Android,16
2022-10-01,Android,22
2022-10-02,Android,16
2022-10-03,Android,11
2022-10-04,Android,17
2022-10-05,Android,6
2022-10-06,Android,12
2022-10-07,Android,8
2022-10-08,Android,9
2022-10-09,Android,10
2022-10-10,Android,2
2022-10-11,Android,13
2022-10-12,Android,21
2022-10-13,Android,9
2022-10-14,Android,10
2022-10-15,Android,6
2022-10-16,Android,9
2022-10-17,Android,5
2022-10-18,Android,6
2022-10-19,Android,4
2022-10-20,Android,3
2022-10-21,Android,3
2022-10-22,Android,12
2022-10-23,Android,1
2022-10-24,Android,3
2022-10-25,Android,15
2022-10-26,Android,26
2022-10-27,Android,14
2022-10-28,Android,16
2022-10-29,Android,3
2022-10-30,Android,9
2022-10-31,Android,23
2022-11-01,Android,18
2022-11-02,Android,7
2022-11-03,Android,18
2022-11-04,Android,8
2022-11-05,Android,2
2022-11-06,Android,7
2022-11-07,Android,9
2022-11-08,Android,7
2022-11-09,Android,8
2022-11-10,Android,1
2022-11-11,Android,9
2022-11-12,Android,9
2022-11-13,Android,13
2022-11-14,Android,15
2022-11-15,Android,4
2022-11-16,Android,6
2022-11-17,Android,16
2022-11-18,Android,4
2022-11-19,Android,5
2022-11-20,Android,4
2022-11-21,Android,1
2022-11-22,Android,2
2022-11-23,Android,5
2022-11-24,Android,1
2022-11-25,Android,2
2022-11-26,Android,1
2022-11-27,Android,0
2022-11-28,Android,17
2022-11-29,Android,13
2022-11-30,Android,0
2022-12-01,Android,3
2022-12-02,Android,0
2022-12-03,Android,4
2022-12-04,Android,4
2022-12-05,Android,1
2022-12-06,Android,1
2022-12-07,Android,0
2022-12-08,Android,5
2022-12-09,Android,1
2022-12-10,Android,6
2022-12-11,Android,4
2022-12-12,Android,3
2022-12-13,Android,1
2022-12-14,Android,4
2022-12-15,Android,2
2022-12-16,Android,0
2022-12-17,Android,2
2022-12-18,Android,3
2022-12-19,Android,0
2022-12-20,Android,0
2022-12-21,Android,0
2022-12-22,Android,2
2022-12-23,Android,1
2022-12-24,Android,0
2022-12-25,Android,1
2022-12-26,Android,1
2022-12-27,Android,1
2022-12-28,Android,1
2022-12-29,Android,2
2022-12-30,Android,2
2022-12-31,Android,0
2023-01-01,Android,6
2023-01-02,Android,0
2023-01-03,Android,3
2023-01-04,Android,4
2023-01-05,Android,4
2023-01-06,Android,1
2023-01-07,Android,2
2023-01-08,Android,2
2023-01-09,Android,1
2023-01-10,Android,0
2023-01-11,Android,0
2023-01-12,Android,0
2023-01-13,Android,0
2023-01-14,Android,3
2023-01-15,Android,1
2023-01-16,Android,1
2023-01-17,Android,8
2023-01-18,Android,1
2023-01-19,Android,1
2023-01-20,Android,1
2023-01-21,Android,0
2023-01-22,Android,1
2023-01-23,Android,1
2023-01-24,Android,2
2023-01-25,Android,5
2023-01-26,Android,1
2023-01-27,Android,6
2023-01-28,Android,0
2023-01-29,Android,3
2023-01-30,Android,0
2023-01-31,Android,2
2023-02-01,Android,3
2023-02-02,Android,0
2023-02-03,Android,0
2023-02-04,Android,2
2023-02-05,Android,2
2023-02-06,Android,0
2023-02-07,Android,2
2023-02-08,Android,3
2023-02-09,Android,0
2023-02-10,Android,2
2023-02-11,Android,1
2023-02-12,Android,0
2023-02-13,Android,0
2023-02-14,Android,1
2023-02-15,Android,0
2023-02-16,Android,0
2023-02-17,Android,1
2023-02-18,Android,2
2023-02-19,Android,2
2023-02-20,Android,0
2023-02-21,Android,1
2023-02-22,Android,1
2023-02-23,Android,0
2023-02-24,Android,1
2023-02-25,Android,71
2023-02-26,Android,2
2023-02-27,Android,1
2023-02-28,Android,0
2023-03-01,Android,0
2023-03-02,Android,1
2023-03-03,Android,0
2023-03-04,Android,0
2023-03-05,Android,0
2023-03-06,Android,0
2023-03-07,Android,0
2023-03-08,Android,0
2023-03-09,Android,0
2023-03-10,Android,1
2023-03-11,Android,0
2023-03-12,Android,1
2023-03-13,Android,0
2023-03-14,Android,0
2023-03-15,Android,0
2023-03-16,Android,1
2023-03-17,Android,0
2023-03-18,Android,1
2023-03-19,Android,0
2023-03-20,Android,2
2023-03-21,Android,0
2023-03-22,Android,0
2023-03-23,Android,0
2023-03-24,Android,0
2023-03-25,Android,1
2023-03-26,Android,0
2023-03-27,Android,0
2023-03-28,Android,1
2023-03-29,Android,2
2023-03-30,Android,1
2023-03-31,Android,2
2023-04-01,Android,4
2023-04-02,Android,0
2023-04-03,Android,1
2023-04-04,Android,1
2023-04-05,Android,0
2023-04-06,Android,0
2023-04-07,Android,2
2023-04-08,Android,0
2023-04-09,Android,2
2023-04-10,Android,0
2023-04-11,Android,0
2023-04-12,Android,0
2023-04-13,Android,0
2023-04-14,Android,0
2023-04-15,Android,3
2023-04-16,Android,1
2023-04-17,Android,4
2023-04-18,Android,9
2023-04-19,Android,0
2023-04-20,Android,2
2023-04-21,Android,1
2023-04-22,Android,0
2023-04-23,Android,0
2023-04-24,Android,0
2023-04-25,Android,1
2023-04-26,Android,4
2023-04-27,Android,0
2023-04-28,Android,3
2023-04-29,Android,0
2023-04-30,Android,0
2023-05-01,Android,1
2023-05-02,Android,0
2023-05-03,Android,0
2023-05-04,Android,1
2023-05-05,Android,0
2023-05-06,Android,1
2023-05-07,Android,0
2023-05-08,Android,0
2023-05-09,Android,0
2023-05-10,Android,0
2023-05-11,Android,0
2023-05-12,Android,0
2023-05-13,Android,1
2023-05-14,Android,0
2023-05-15,Android,3
2023-05-16,Android,0
2023-05-17,Android,0
2023-05-18,Android,0
2023-05-19,Android,0
2023-05-20,Android,0
2023-05-21,Android,1
2023-05-22,Android,0
2023-05-23,Android,1
2023-05-24,Android,0
2023-05-25,Android,0
2023-05-26,Android,3
2023-05-27,Android,0
2023-05-28,Android,1
2023-05-29,Android,0
2023-05-30,Android,0
2023-05-31,Android,0
2023-06-01,Android,0
2023-06-02,Android,0
2023-06-03,Android,5
2023-06-04,Android,1
2023-06-05,Android,0
2023-06-06,Android,2
2023-06-07,Android,0
2023-06-08,Android,0
2023-06-09,Android,0
2023-06-10,Android,0
2023-06-11,Android,0
2023-06-12,Android,0
2023-06-13,Android,1
2023-06-14,Android,1
2023-06-15,Android,0
2023-06-16,Android,0
2023-06-17,Android,0
2023-06-18,Android,0
2023-06-19,Android,1
2023-06-20,Android,0
2023-06-21,Android,0
2023-06-22,Android,0
2023-06-23,Android,0
2023-06-24,Android,1
2023-06-25,Android,1
2023-06-26,Android,0
2023-06-27,Android,0
2023-06-28,Android,0
2023-06-29,Android,0
2023-06-30,Android,0
2023-07-01,Android,0
2023-07-02,Android,0
2023-07-03,Android,5
2023-07-04,Android,0
2023-07-05,Android,0
2023-07-06,Android,0
2023-07-07,Android,1
2023-07-08,Android,0
2023-07-09,Android,0
2023-07-10,Android,0
2023-07-11,Android,0
2023-07-12,Android,0
2023-07-13,Android,0
2023-07-14,Android,0
2023-07-15,Android,2
2023-07-16,Android,1
2023-07-17,Android,3
2023-07-18,Android,1
2023-07-19,Android,2
2023-07-20,Android,0
2023-07-21,Android,0
2023-07-22,Android,6
2023-07-23,Android,0
2023-07-24,Android,0
2023-07-25,Android,2
2023-07-26,Android,3
2023-07-27,Android,0
2023-07-28,Android,0
