Date,Device type,Views
2023-06-08,Computer,6
2023-06-09,Computer,2
2023-06-10,Computer,2
2023-06-11,Computer,1
2023-06-12,Computer,5
2023-06-13,Computer,1
2023-06-14,Computer,6
2023-06-15,Computer,1
2023-06-16,Computer,6
2023-06-17,Computer,0
2023-06-18,Computer,0
2023-06-19,Computer,1
2023-06-20,Computer,2
2023-06-21,Computer,2
2023-06-22,Computer,2
2023-06-23,Computer,1
2023-06-24,Computer,1
2023-06-25,Computer,0
2023-06-26,Computer,6
2023-06-27,Computer,2
2023-06-28,Computer,11
2023-06-29,Computer,1
2023-06-30,Computer,0
2023-07-01,Computer,2
2023-07-02,Computer,2
2023-07-03,Computer,6
2023-07-04,Computer,5
2023-07-05,Computer,1
2023-07-06,Computer,0
2023-07-07,Computer,6
2023-07-08,Computer,0
2023-07-09,Computer,1
2023-07-10,Computer,1
2023-07-11,Computer,0
2023-07-12,Computer,4
2023-07-13,Computer,2
2023-07-14,Computer,0
2023-07-15,Computer,0
2023-07-16,Computer,1
2023-07-17,Computer,5
2023-07-18,Computer,6
2023-07-19,Computer,8
2023-07-20,Computer,3
2023-07-21,Computer,2
2023-07-22,Computer,4
2023-07-23,Computer,0
2023-07-24,Computer,5
2023-07-25,Computer,3
2023-07-26,Computer,10
2023-07-27,Computer,4
2023-07-28,Computer,0
2023-07-29,Computer,0
2023-07-30,Computer,2
2023-07-31,Computer,8
2023-08-01,Computer,1
2023-08-02,Computer,3
2023-08-03,Computer,5
2023-08-04,Computer,4
2023-08-05,Computer,0
2023-08-06,Computer,2
2023-08-07,Computer,2
2023-08-08,Computer,3
2023-08-09,Computer,2
2023-08-10,Computer,1
2023-08-11,Computer,19
2023-08-12,Computer,0
2023-08-13,Computer,1
2023-08-14,Computer,16
2023-08-15,Computer,1
2023-08-16,Computer,1
2023-08-17,Computer,3
2023-08-18,Computer,0
2023-08-19,Computer,1
2023-08-20,Computer,0
2023-08-21,Computer,3
2023-08-22,Computer,1
2023-08-23,Computer,10
2023-08-24,Computer,2
2023-08-25,Computer,5
2023-08-26,Computer,0
2023-08-27,Computer,1
2023-08-28,Computer,1
2023-08-29,Computer,3
2023-08-30,Computer,4
2023-08-31,Computer,3
2023-09-01,Computer,1
2023-09-02,Computer,1
2023-09-03,Computer,2
2023-09-04,Computer,3
2023-09-05,Computer,3
2023-09-06,Computer,9
2023-09-07,Computer,2
2023-09-08,Computer,3
2023-09-09,Computer,9
2023-09-10,Computer,2
2023-09-11,Computer,7
2023-09-12,Computer,1
2023-09-13,Computer,1
2023-09-14,Computer,2
2023-09-15,Computer,5
2023-09-16,Computer,2
2023-09-17,Computer,3
2023-09-18,Computer,3
2023-09-19,Computer,3
2023-09-20,Computer,6
2023-09-21,Computer,4
2023-09-22,Computer,16
2023-09-23,Computer,6
2023-09-24,Computer,0
2023-09-25,Computer,3
2023-09-26,Computer,6
2023-09-27,Computer,0
2023-09-28,Computer,3
2023-09-29,Computer,27
2023-09-30,Computer,10
2023-10-01,Computer,2
2023-10-02,Computer,5
2023-10-03,Computer,2
2023-10-04,Computer,6
2023-10-05,Computer,2
2023-10-06,Computer,5
2023-10-07,Computer,6
2023-10-08,Computer,7
2023-10-09,Computer,1
2023-10-10,Computer,3
2023-10-11,Computer,5
2023-10-12,Computer,11
2023-10-13,Computer,1
2023-10-14,Computer,2
2023-10-15,Computer,5
2023-10-16,Computer,12
2023-10-17,Computer,22
2023-10-18,Computer,10
2023-10-19,Computer,2
2023-10-20,Computer,2
2023-10-21,Computer,0
2023-10-22,Computer,0
2023-10-23,Computer,1
2023-10-24,Computer,2
2023-10-25,Computer,0
2023-10-26,Computer,1
2023-10-27,Computer,3
2023-10-28,Computer,0
2023-10-29,Computer,1
2023-10-30,Computer,5
2023-10-31,Computer,1
2023-11-01,Computer,1
2023-11-02,Computer,1
2023-11-03,Computer,0
2023-11-04,Computer,6
2023-11-05,Computer,1
2023-11-06,Computer,3
2023-11-07,Computer,0
2023-11-08,Computer,0
2023-11-09,Computer,5
2023-11-10,Computer,3
2023-11-11,Computer,0
2023-11-12,Computer,0
2023-11-13,Computer,4
2023-11-14,Computer,9
2023-11-15,Computer,4
2023-11-16,Computer,8
2023-11-17,Computer,13
2023-11-18,Computer,2
2023-11-19,Computer,4
2023-11-20,Computer,13
2023-11-21,Computer,20
2023-11-22,Computer,4
2023-11-23,Computer,10
2023-11-24,Computer,5
2023-11-25,Computer,53
2023-11-26,Computer,37
2023-11-27,Computer,237
2023-11-28,Computer,262
2023-11-29,Computer,220
2023-11-30,Computer,162
2023-12-01,Computer,143
2023-12-02,Computer,56
2023-12-03,Computer,27
2023-12-04,Computer,40
2023-12-05,Computer,21
2023-12-06,Computer,13
2023-12-07,Computer,15
2023-12-08,Computer,11
2023-12-09,Computer,21
2023-12-10,Computer,44
2023-12-11,Computer,115
2023-12-12,Computer,131
2023-12-13,Computer,90
2023-12-14,Computer,62
2023-12-15,Computer,38
2023-12-16,Computer,38
2023-12-17,Computer,33
2023-12-18,Computer,76
2023-12-19,Computer,89
2023-12-20,Computer,56
2023-12-21,Computer,96
2023-12-22,Computer,40
2023-12-23,Computer,16
2023-12-24,Computer,17
2023-12-25,Computer,17
2023-12-26,Computer,33
2023-12-27,Computer,4
2023-12-28,Computer,24
2020-06-28,TV,0
2020-06-29,TV,0
2020-06-30,TV,0
2020-07-01,TV,0
2020-07-02,TV,0
2020-07-03,TV,0
2020-07-04,TV,0
2020-07-05,TV,0
2020-07-06,TV,0
2020-07-07,TV,0
2020-07-08,TV,0
2020-07-09,TV,0
2020-07-10,TV,0
2020-07-11,TV,0
2020-07-12,TV,0
2020-07-13,TV,0
2020-07-14,TV,0
2020-07-15,TV,0
2020-07-16,TV,0
2020-07-17,TV,0
2020-07-18,TV,0
2020-07-19,TV,0
2020-07-20,TV,0
2020-07-21,TV,0
2020-07-22,TV,0
2020-07-23,TV,0
2020-07-24,TV,0
2020-07-25,TV,0
2020-07-26,TV,0
2020-07-27,TV,0
2020-07-28,TV,0
2020-07-29,TV,0
2020-07-30,TV,0
2020-07-31,TV,0
2020-08-01,TV,0
2020-08-02,TV,0
2020-08-03,TV,0
2020-08-04,TV,0
2020-08-05,TV,0
2020-08-06,TV,0
2020-08-07,TV,0
2020-08-08,TV,0
2020-08-09,TV,0
2020-08-10,TV,0
2020-08-11,TV,0
2020-08-12,TV,0
2020-08-13,TV,0
2020-08-14,TV,0
2020-08-15,TV,0
2020-08-16,TV,0
2020-08-17,TV,0
2020-08-18,TV,0
2020-08-19,TV,0
2020-08-20,TV,0
2020-08-21,TV,0
2020-08-22,TV,0
2020-08-23,TV,0
2020-08-24,TV,0
2020-08-25,TV,0
2020-08-26,TV,0
2020-08-27,TV,0
2020-08-28,TV,2
2020-08-29,TV,0
2020-08-30,TV,0
2020-08-31,TV,0
2020-09-01,TV,0
2020-09-02,TV,0
2020-09-03,TV,0
2020-09-04,TV,0
2020-09-05,TV,0
2020-09-06,TV,0
2020-09-07,TV,0
2020-09-08,TV,0
2020-09-09,TV,0
2020-09-10,TV,0
2020-09-11,TV,0
2020-09-12,TV,0
2020-09-13,TV,0
2020-09-14,TV,0
2020-09-15,TV,0
2020-09-16,TV,0
2020-09-17,TV,0
2020-09-18,TV,1
2020-09-19,TV,6
2020-09-20,TV,0
2020-09-21,TV,0
2020-09-22,TV,1
2020-09-23,TV,0
2020-09-24,TV,0
2020-09-25,TV,0
2020-09-26,TV,0
2020-09-27,TV,0
2020-09-28,TV,0
2020-09-29,TV,0
2020-09-30,TV,0
2020-10-01,TV,1
2020-10-02,TV,0
2020-10-03,TV,0
2020-10-04,TV,0
2020-10-05,TV,0
2020-10-06,TV,0
2020-10-07,TV,0
2020-10-08,TV,0
2020-10-09,TV,0
2020-10-10,TV,0
2020-10-11,TV,0
2020-10-12,TV,0
2020-10-13,TV,0
2020-10-14,TV,0
2020-10-15,TV,0
2020-10-16,TV,0
2020-10-17,TV,0
2020-10-18,TV,0
2020-10-19,TV,0
2020-10-20,TV,0
2020-10-21,TV,0
2020-10-22,TV,0
2020-10-23,TV,0
2020-10-24,TV,0
2020-10-25,TV,0
2020-10-26,TV,0
2020-10-27,TV,0
2020-10-28,TV,0
2020-10-29,TV,0
2020-10-30,TV,0
2020-10-31,TV,0
2020-11-01,TV,0
2020-11-02,TV,0
2020-11-03,TV,0
2020-11-04,TV,0
2020-11-05,TV,0
2020-11-06,TV,0
2020-11-07,TV,0
2020-11-08,TV,0
2020-11-09,TV,0
2020-11-10,TV,0
2020-11-11,TV,0
2020-11-12,TV,0
2020-11-13,TV,0
2020-11-14,TV,0
2020-11-15,TV,0
2020-11-16,TV,0
2020-11-17,TV,0
2020-11-18,TV,0
2020-11-19,TV,0
2020-11-20,TV,0
2020-11-21,TV,0
2020-11-22,TV,0
2020-11-23,TV,0
2020-11-24,TV,0
2020-11-25,TV,0
2020-11-26,TV,0
2020-11-27,TV,0
2020-11-28,TV,0
2020-11-29,TV,0
2020-11-30,TV,0
2020-12-01,TV,0
2020-12-02,TV,0
2020-12-03,TV,0
2020-12-04,TV,0
2020-12-05,TV,0
2020-12-06,TV,0
2020-12-07,TV,0
2020-12-08,TV,0
2020-12-09,TV,0
2020-12-10,TV,0
2020-12-11,TV,0
2020-12-12,TV,0
2020-12-13,TV,0
2020-12-14,TV,0
2020-12-15,TV,0
2020-12-16,TV,0
2020-12-17,TV,0
2020-12-18,TV,0
2020-12-19,TV,0
2020-12-20,TV,0
2020-12-21,TV,1
2020-12-22,TV,0
2020-12-23,TV,0
2020-12-24,TV,0
2020-12-25,TV,0
2020-12-26,TV,0
2020-12-27,TV,0
2020-12-28,TV,0
2020-12-29,TV,1
2020-12-30,TV,0
2020-12-31,TV,0
2021-01-01,TV,0
2021-01-02,TV,0
2021-01-03,TV,0
2021-01-04,TV,0
2021-01-05,TV,0
2021-01-06,TV,0
2021-01-07,TV,0
2021-01-08,TV,0
2021-01-09,TV,0
2021-01-10,TV,0
2021-01-11,TV,0
2021-01-12,TV,0
2021-01-13,TV,0
2021-01-14,TV,0
2021-01-15,TV,0
2021-01-16,TV,1
2021-01-17,TV,0
2021-01-18,TV,0
2021-01-19,TV,0
2021-01-20,TV,0
2021-01-21,TV,0
2021-01-22,TV,0
2021-01-23,TV,0
2021-01-24,TV,0
2021-01-25,TV,0
2021-01-26,TV,0
2021-01-27,TV,0
2021-01-28,TV,0
2021-01-29,TV,0
2021-01-30,TV,0
2021-01-31,TV,0
2021-02-01,TV,0
2021-02-02,TV,0
2021-02-03,TV,0
2021-02-04,TV,0
2021-02-05,TV,0
2021-02-06,TV,0
2021-02-07,TV,0
2021-02-08,TV,0
2021-02-09,TV,0
2021-02-10,TV,0
2021-02-11,TV,0
2021-02-12,TV,0
2021-02-13,TV,0
2021-02-14,TV,0
2021-02-15,TV,0
2021-02-16,TV,0
2021-02-17,TV,0
2021-02-18,TV,0
2021-02-19,TV,0
2021-02-20,TV,0
2021-02-21,TV,0
2021-02-22,TV,0
2021-02-23,TV,0
2021-02-24,TV,0
2021-02-25,TV,0
2021-02-26,TV,0
2021-02-27,TV,0
2021-02-28,TV,0
2021-03-01,TV,2
2021-03-02,TV,0
2021-03-03,TV,0
2021-03-04,TV,0
2021-03-05,TV,0
2021-03-06,TV,0
2021-03-07,TV,0
2021-03-08,TV,0
2021-03-09,TV,0
2021-03-10,TV,0
2021-03-11,TV,0
2021-03-12,TV,0
2021-03-13,TV,0
2021-03-14,TV,0
2021-03-15,TV,0
2021-03-16,TV,0
2021-03-17,TV,0
2021-03-18,TV,0
2021-03-19,TV,0
2021-03-20,TV,0
2021-03-21,TV,0
2021-03-22,TV,0
2021-03-23,TV,0
2021-03-24,TV,0
2021-03-25,TV,1
2021-03-26,TV,0
2021-03-27,TV,0
2021-03-28,TV,0
2021-03-29,TV,0
2021-03-30,TV,0
2021-03-31,TV,0
2021-04-01,TV,0
2021-04-02,TV,0
2021-04-03,TV,0
2021-04-04,TV,0
2021-04-05,TV,0
2021-04-06,TV,0
2021-04-07,TV,0
2021-04-08,TV,0
2021-04-09,TV,0
2021-04-10,TV,0
2021-04-11,TV,0
2021-04-12,TV,0
2021-04-13,TV,0
2021-04-14,TV,0
2021-04-15,TV,0
2021-04-16,TV,0
2021-04-17,TV,1
2021-04-18,TV,0
2021-04-19,TV,0
2021-04-20,TV,0
2021-04-21,TV,0
2021-04-22,TV,0
2021-04-23,TV,2
2021-04-24,TV,0
2021-04-25,TV,0
2021-04-26,TV,0
2021-04-27,TV,0
2021-04-28,TV,0
2021-04-29,TV,0
2021-04-30,TV,0
2021-05-01,TV,0
2021-05-02,TV,0
2021-05-03,TV,0
2021-05-04,TV,0
2021-05-05,TV,0
2021-05-06,TV,0
2021-05-07,TV,0
2021-05-08,TV,0
2021-05-09,TV,0
2021-05-10,TV,0
2021-05-11,TV,0
2021-05-12,TV,0
2021-05-13,TV,0
2021-05-14,TV,0
2021-05-15,TV,0
2021-05-16,TV,0
2021-05-17,TV,0
2021-05-18,TV,0
2021-05-19,TV,0
2021-05-20,TV,0
2021-05-21,TV,0
2021-05-22,TV,0
2021-05-23,TV,0
2021-05-24,TV,0
2021-05-25,TV,0
2021-05-26,TV,0
2021-05-27,TV,0
2021-05-28,TV,0
2021-05-29,TV,0
2021-05-30,TV,0
2021-05-31,TV,0
2021-06-01,TV,0
2021-06-02,TV,1
2021-06-03,TV,0
2021-06-04,TV,0
2021-06-05,TV,0
2021-06-06,TV,0
2021-06-07,TV,0
2021-06-08,TV,0
2021-06-09,TV,0
2021-06-10,TV,0
2021-06-11,TV,0
2021-06-12,TV,0
2021-06-13,TV,0
2021-06-14,TV,0
2021-06-15,TV,0
2021-06-16,TV,0
2021-06-17,TV,0
2021-06-18,TV,0
2021-06-19,TV,0
2021-06-20,TV,0
2021-06-21,TV,0
2021-06-22,TV,0
2021-06-23,TV,0
2021-06-24,TV,0
2021-06-25,TV,0
2021-06-26,TV,0
2021-06-27,TV,0
2021-06-28,TV,0
2021-06-29,TV,0
2021-06-30,TV,0
2021-07-01,TV,0
2021-07-02,TV,0
2021-07-03,TV,0
2021-07-04,TV,0
2021-07-05,TV,0
2021-07-06,TV,0
2021-07-07,TV,0
2021-07-08,TV,0
2021-07-09,TV,0
2021-07-10,TV,0
2021-07-11,TV,0
2021-07-12,TV,0
2021-07-13,TV,0
2021-07-14,TV,0
2021-07-15,TV,0
2021-07-16,TV,1
2021-07-17,TV,0
2021-07-18,TV,0
2021-07-19,TV,0
2021-07-20,TV,0
2021-07-21,TV,1
2021-07-22,TV,1
2021-07-23,TV,0
2021-07-24,TV,0
2021-07-25,TV,0
2021-07-26,TV,0
2021-07-27,TV,0
2021-07-28,TV,0
2021-07-29,TV,0
2021-07-30,TV,0
2021-07-31,TV,0
2021-08-01,TV,0
2021-08-02,TV,0
2021-08-03,TV,0
2021-08-04,TV,0
2021-08-05,TV,0
2021-08-06,TV,0
2021-08-07,TV,0
2021-08-08,TV,0
2021-08-09,TV,0
2021-08-10,TV,0
2021-08-11,TV,0
2021-08-12,TV,0
2021-08-13,TV,0
2021-08-14,TV,0
2021-08-15,TV,0
2021-08-16,TV,0
2021-08-17,TV,0
2021-08-18,TV,0
2021-08-19,TV,0
2021-08-20,TV,0
2021-08-21,TV,0
2021-08-22,TV,0
2021-08-23,TV,0
2021-08-24,TV,0
2021-08-25,TV,1
2021-08-26,TV,0
2021-08-27,TV,0
2021-08-28,TV,0
2021-08-29,TV,0
2021-08-30,TV,0
2021-08-31,TV,0
2021-09-01,TV,0
2021-09-02,TV,0
2021-09-03,TV,0
2021-09-04,TV,0
2021-09-05,TV,0
2021-09-06,TV,0
2021-09-07,TV,0
2021-09-08,TV,0
2021-09-09,TV,0
2021-09-10,TV,0
2021-09-11,TV,0
2021-09-12,TV,0
2021-09-13,TV,0
2021-09-14,TV,0
2021-09-15,TV,0
2021-09-16,TV,0
2021-09-17,TV,0
2021-09-18,TV,0
2021-09-19,TV,0
2021-09-20,TV,0
2021-09-21,TV,0
2021-09-22,TV,0
2021-09-23,TV,0
2021-09-24,TV,0
2021-09-25,TV,0
2021-09-26,TV,0
2021-09-27,TV,0
2021-09-28,TV,0
2021-09-29,TV,0
2021-09-30,TV,0
2021-10-01,TV,0
2021-10-02,TV,0
2021-10-03,TV,0
2021-10-04,TV,0
2021-10-05,TV,0
2021-10-06,TV,0
2021-10-07,TV,0
2021-10-08,TV,0
2021-10-09,TV,0
2021-10-10,TV,1
2021-10-11,TV,0
2021-10-12,TV,0
2021-10-13,TV,0
2021-10-14,TV,0
2021-10-15,TV,0
2021-10-16,TV,0
2021-10-17,TV,0
2021-10-18,TV,0
2021-10-19,TV,0
2021-10-20,TV,0
2021-10-21,TV,0
2021-10-22,TV,0
2021-10-23,TV,0
2021-10-24,TV,0
2021-10-25,TV,0
2021-10-26,TV,0
2021-10-27,TV,0
2021-10-28,TV,0
2021-10-29,TV,0
2021-10-30,TV,0
2021-10-31,TV,2
2021-11-01,TV,0
2021-11-02,TV,0
2021-11-03,TV,0
2021-11-04,TV,0
2021-11-05,TV,0
2021-11-06,TV,0
2021-11-07,TV,0
2021-11-08,TV,0
2021-11-09,TV,0
2021-11-10,TV,0
2021-11-11,TV,0
2021-11-12,TV,0
2021-11-13,TV,0
2021-11-14,TV,0
2021-11-15,TV,0
2021-11-16,TV,0
2021-11-17,TV,0
2021-11-18,TV,0
2021-11-19,TV,0
2021-11-20,TV,0
2021-11-21,TV,0
2021-11-22,TV,0
2021-11-23,TV,0
2021-11-24,TV,0
2021-11-25,TV,0
2021-11-26,TV,0
2021-11-27,TV,0
2021-11-28,TV,0
2021-11-29,TV,0
2021-11-30,TV,0
2021-12-01,TV,0
2021-12-02,TV,0
2021-12-03,TV,0
2021-12-04,TV,0
2021-12-05,TV,1
2021-12-06,TV,0
2021-12-07,TV,0
2021-12-08,TV,0
2021-12-09,TV,0
2021-12-10,TV,0
2021-12-11,TV,0
2021-12-12,TV,0
2021-12-13,TV,0
2021-12-14,TV,0
2021-12-15,TV,0
2021-12-16,TV,0
2021-12-17,TV,0
2021-12-18,TV,0
2021-12-19,TV,0
2021-12-20,TV,0
2021-12-21,TV,0
2021-12-22,TV,0
2021-12-23,TV,0
2021-12-24,TV,0
2021-12-25,TV,0
2021-12-26,TV,0
2021-12-27,TV,0
2021-12-28,TV,0
2021-12-29,TV,0
2021-12-30,TV,0
2021-12-31,TV,0
2022-01-01,TV,0
2022-01-02,TV,0
2022-01-03,TV,0
2022-01-04,TV,0
2022-01-05,TV,0
2022-01-06,TV,2
2022-01-07,TV,2
2022-01-08,TV,0
2022-01-09,TV,0
2022-01-10,TV,0
2022-01-11,TV,0
2022-01-12,TV,0
2022-01-13,TV,0
2022-01-14,TV,0
2022-01-15,TV,0
2022-01-16,TV,0
2022-01-17,TV,1
2022-01-18,TV,0
2022-01-19,TV,0
2022-01-20,TV,0
2022-01-21,TV,0
2022-01-22,TV,0
2022-01-23,TV,0
2022-01-24,TV,0
2022-01-25,TV,2
2022-01-26,TV,0
2022-01-27,TV,0
2022-01-28,TV,0
2022-01-29,TV,0
2022-01-30,TV,0
2022-01-31,TV,0
2022-02-01,TV,0
2022-02-02,TV,0
2022-02-03,TV,0
2022-02-04,TV,0
2022-02-05,TV,0
2022-02-06,TV,0
2022-02-07,TV,0
2022-02-08,TV,0
2022-02-09,TV,0
2022-02-10,TV,0
2022-02-11,TV,0
2022-02-12,TV,0
2022-02-13,TV,0
2022-02-14,TV,0
2022-02-15,TV,0
2022-02-16,TV,0
2022-02-17,TV,0
2022-02-18,TV,0
2022-02-19,TV,0
2022-02-20,TV,0
2022-02-21,TV,0
2022-02-22,TV,1
2022-02-23,TV,0
2022-02-24,TV,0
2022-02-25,TV,0
2022-02-26,TV,0
2022-02-27,TV,0
2022-02-28,TV,0
2022-03-01,TV,0
2022-03-02,TV,0
2022-03-03,TV,0
2022-03-04,TV,0
2022-03-05,TV,0
2022-03-06,TV,0
2022-03-07,TV,0
2022-03-08,TV,0
2022-03-09,TV,0
2022-03-10,TV,0
2022-03-11,TV,0
2022-03-12,TV,0
2022-03-13,TV,0
2022-03-14,TV,0
2022-03-15,TV,0
2022-03-16,TV,0
2022-03-17,TV,0
2022-03-18,TV,0
2022-03-19,TV,0
2022-03-20,TV,0
2022-03-21,TV,0
2022-03-22,TV,0
2022-03-23,TV,0
2022-03-24,TV,0
2022-03-25,TV,0
2022-03-26,TV,0
2022-03-27,TV,0
2022-03-28,TV,0
2022-03-29,TV,0
2022-03-30,TV,0
2022-03-31,TV,0
2022-04-01,TV,0
2022-04-02,TV,0
2022-04-03,TV,0
2022-04-04,TV,0
2022-04-05,TV,0
2022-04-06,TV,1
2022-04-07,TV,0
2022-04-08,TV,0
2022-04-09,TV,0
2022-04-10,TV,0
2022-04-11,TV,0
2022-04-12,TV,0
2022-04-13,TV,0
2022-04-14,TV,0
2022-04-15,TV,0
2022-04-16,TV,3
2022-04-17,TV,0
2022-04-18,TV,0
2022-04-19,TV,0
2022-04-20,TV,0
2022-04-21,TV,0
2022-04-22,TV,0
2022-04-23,TV,0
2022-04-24,TV,0
2022-04-25,TV,0
2022-04-26,TV,0
2022-04-27,TV,0
2022-04-28,TV,0
2022-04-29,TV,0
2022-04-30,TV,0
2022-05-01,TV,0
2022-05-02,TV,0
2022-05-03,TV,0
2022-05-04,TV,0
2022-05-05,TV,0
2022-05-06,TV,0
2022-05-07,TV,0
2022-05-08,TV,0
2022-05-09,TV,0
2022-05-10,TV,0
2022-05-11,TV,0
2022-05-12,TV,0
2022-05-13,TV,0
2022-05-14,TV,0
2022-05-15,TV,0
2022-05-16,TV,0
2022-05-17,TV,0
2022-05-18,TV,0
2022-05-19,TV,0
2022-05-20,TV,0
2022-05-21,TV,0
2022-05-22,TV,0
2022-05-23,TV,0
2022-05-24,TV,1
2022-05-25,TV,0
2022-05-26,TV,0
2022-05-27,TV,0
2022-05-28,TV,0
2022-05-29,TV,0
2022-05-30,TV,0
2022-05-31,TV,0
2022-06-01,TV,0
2022-06-02,TV,0
2022-06-03,TV,0
2022-06-04,TV,0
2022-06-05,TV,0
2022-06-06,TV,0
2022-06-07,TV,0
2022-06-08,TV,0
2022-06-09,TV,0
2022-06-10,TV,0
2022-06-11,TV,0
2022-06-12,TV,1
2022-06-13,TV,0
2022-06-14,TV,0
2022-06-15,TV,0
2022-06-16,TV,0
2022-06-17,TV,0
2022-06-18,TV,0
2022-06-19,TV,0
2022-06-20,TV,0
2022-06-21,TV,0
2022-06-22,TV,0
2022-06-23,TV,0
2022-06-24,TV,0
2022-06-25,TV,0
2022-06-26,TV,0
2022-06-27,TV,0
2022-06-28,TV,0
2022-06-29,TV,4
2022-06-30,TV,0
2022-07-01,TV,1
2022-07-02,TV,0
2022-07-03,TV,1
2022-07-04,TV,1
2022-07-05,TV,0
2022-07-06,TV,0
2022-07-07,TV,0
2022-07-08,TV,0
2022-07-09,TV,0
2022-07-10,TV,0
2022-07-11,TV,0
2022-07-12,TV,2
2022-07-13,TV,1
2022-07-14,TV,0
2022-07-15,TV,0
2022-07-16,TV,2
2022-07-17,TV,0
2022-07-18,TV,0
2022-07-19,TV,0
2022-07-20,TV,0
2022-07-21,TV,0
2022-07-22,TV,0
2022-07-23,TV,0
2022-07-24,TV,0
2022-07-25,TV,0
2022-07-26,TV,0
2022-07-27,TV,0
2022-07-28,TV,0
2022-07-29,TV,0
2022-07-30,TV,0
2022-07-31,TV,1
2022-08-01,TV,0
2022-08-02,TV,0
2022-08-03,TV,0
2022-08-04,TV,0
2022-08-05,TV,0
2022-08-06,TV,0
2022-08-07,TV,0
2022-08-08,TV,1
2022-08-09,TV,1
2022-08-10,TV,0
2022-08-11,TV,0
2022-08-12,TV,2
2022-08-13,TV,0
2022-08-14,TV,0
2022-08-15,TV,0
2022-08-16,TV,0
2022-08-17,TV,0
2022-08-18,TV,0
2022-08-19,TV,0
2022-08-20,TV,0
2022-08-21,TV,0
2022-08-22,TV,0
2022-08-23,TV,0
2022-08-24,TV,0
2022-08-25,TV,0
2022-08-26,TV,0
2022-08-27,TV,0
2022-08-28,TV,0
2022-08-29,TV,1
2022-08-30,TV,0
2022-08-31,TV,1
2022-09-01,TV,0
2022-09-02,TV,0
2022-09-03,TV,0
2022-09-04,TV,0
2022-09-05,TV,1
2022-09-06,TV,8
2022-09-07,TV,0
2022-09-08,TV,0
2022-09-09,TV,0
2022-09-10,TV,0
2022-09-11,TV,0
2022-09-12,TV,0
2022-09-13,TV,0
2022-09-14,TV,1
2022-09-15,TV,0
2022-09-16,TV,0
2022-09-17,TV,1
2022-09-18,TV,0
2022-09-19,TV,0
2022-09-20,TV,2
2022-09-21,TV,0
2022-09-22,TV,0
2022-09-23,TV,0
2022-09-24,TV,0
2022-09-25,TV,0
2022-09-26,TV,0
2022-09-27,TV,0
2022-09-28,TV,1
2022-09-29,TV,0
2022-09-30,TV,0
2022-10-01,TV,0
2022-10-02,TV,0
2022-10-03,TV,0
2022-10-04,TV,0
2022-10-05,TV,0
2022-10-06,TV,0
2022-10-07,TV,0
2022-10-08,TV,1
2022-10-09,TV,0
2022-10-10,TV,0
2022-10-11,TV,0
2022-10-12,TV,0
2022-10-13,TV,0
2022-10-14,TV,1
2022-10-15,TV,0
2022-10-16,TV,0
2022-10-17,TV,0
2022-10-18,TV,0
2022-10-19,TV,0
2022-10-20,TV,0
2022-10-21,TV,0
2022-10-22,TV,0
2022-10-23,TV,0
2022-10-24,TV,0
2022-10-25,TV,0
2022-10-26,TV,0
2022-10-27,TV,1
2022-10-28,TV,0
2022-10-29,TV,0
2022-10-30,TV,0
2022-10-31,TV,0
2022-11-01,TV,0
2022-11-02,TV,0
2022-11-03,TV,0
2022-11-04,TV,0
2022-11-05,TV,0
2022-11-06,TV,0
2022-11-07,TV,0
2022-11-08,TV,0
2022-11-09,TV,0
2022-11-10,TV,0
2022-11-11,TV,0
2022-11-12,TV,0
2022-11-13,TV,0
2022-11-14,TV,0
2022-11-15,TV,0
2022-11-16,TV,0
2022-11-17,TV,0
2022-11-18,TV,0
2022-11-19,TV,0
2022-11-20,TV,0
2022-11-21,TV,0
2022-11-22,TV,0
2022-11-23,TV,0
2022-11-24,TV,0
2022-11-25,TV,0
2022-11-26,TV,0
2022-11-27,TV,0
2022-11-28,TV,0
2022-11-29,TV,0
2022-11-30,TV,0
2022-12-01,TV,0
2022-12-02,TV,0
2022-12-03,TV,1
2022-12-04,TV,0
2022-12-05,TV,2
2022-12-06,TV,0
2022-12-07,TV,0
2022-12-08,TV,0
2022-12-09,TV,0
2022-12-10,TV,0
2022-12-11,TV,0
2022-12-12,TV,0
2022-12-13,TV,0
2022-12-14,TV,0
2022-12-15,TV,0
2022-12-16,TV,0
2022-12-17,TV,0
2022-12-18,TV,1
2022-12-19,TV,0
2022-12-20,TV,0
2022-12-21,TV,0
2022-12-22,TV,0
2022-12-23,TV,0
2022-12-24,TV,0
2022-12-25,TV,0
2022-12-26,TV,0
2022-12-27,TV,0
2022-12-28,TV,0
2022-12-29,TV,0
2022-12-30,TV,0
2022-12-31,TV,0
2023-01-01,TV,0
2023-01-02,TV,0
2023-01-03,TV,0
2023-01-04,TV,0
2023-01-05,TV,0
2023-01-06,TV,0
2023-01-07,TV,0
2023-01-08,TV,0
2023-01-09,TV,0
2023-01-10,TV,0
2023-01-11,TV,0
2023-01-12,TV,1
2023-01-13,TV,0
2023-01-14,TV,0
2023-01-15,TV,0
2023-01-16,TV,0
2023-01-17,TV,0
2023-01-18,TV,0
2023-01-19,TV,1
2023-01-20,TV,0
2023-01-21,TV,0
2023-01-22,TV,1
2023-01-23,TV,0
2023-01-24,TV,0
2023-01-25,TV,1
2023-01-26,TV,0
2023-01-27,TV,0
